Month,MATERIAL_NAME,ReconstructedInventory
2024-02-01 00:00:00,MAT-0194,2.9000000000000004
2024-02-01 00:00:00,MAT-0195,13186.59
2024-02-01 00:00:00,MAT-0196,4547.200000000001
2024-02-01 00:00:00,MAT-0197,7.3950000000000005
2024-02-01 00:00:00,MAT-0198,24196.984999999997
2024-02-01 00:00:00,MAT-0199,473.3960000000001
2024-02-01 00:00:00,MAT-0200,52.199999999999996
2024-02-01 00:00:00,MAT-0201,29664.549999999996
2024-02-01 00:00:00,MAT-0202,4975.1
2024-02-01 00:00:00,MAT-0203,159.5
2024-02-01 00:00:00,MAT-0204,295.79999999999995
2024-02-01 00:00:00,MAT-0205,9.425
2024-02-01 00:00:00,MAT-0206,32028.684999999998
2024-02-01 00:00:00,MAT-0207,721.875
2024-02-01 00:00:00,MAT-0208,39.875
2024-02-01 00:00:00,MAT-0209,8.7
2024-02-01 00:00:00,MAT-0213,2668.7250000000004
2024-02-01 00:00:00,MAT-0214,145.72500000000002
2024-02-01 00:00:00,MAT-0215,3097.2
2024-02-01 00:00:00,MAT-0216,537.08
2024-02-01 00:00:00,MAT-0217,4457.299999999999
2024-02-01 00:00:00,MAT-0218,489.25
2024-02-01 00:00:00,MAT-0219,0.58
2024-02-01 00:00:00,MAT-0220,12201.025000000001
2024-02-01 00:00:00,MAT-0229,21843.965
2024-02-01 00:00:00,MAT-0230,0.0
2024-02-01 00:00:00,MAT-0231,717.75
2024-02-01 00:00:00,MAT-0232,6459.75
2024-02-01 00:00:00,MAT-0233,194.72
2024-02-01 00:00:00,MAT-0234,20795.175
2024-02-01 00:00:00,MAT-0235,21.025
2024-02-01 00:00:00,MAT-0236,2901.9
2024-02-01 00:00:00,MAT-0237,456.995
2024-02-01 00:00:00,MAT-0238,0.0
2024-02-01 00:00:00,MAT-0239,1435.5
2024-02-01 00:00:00,MAT-0240,391.5
2024-02-01 00:00:00,MAT-0246,2153.25
2024-02-01 00:00:00,MAT-0249,1450.3999999999999
2024-02-01 00:00:00,MAT-0250,286.375
2024-02-01 00:00:00,MAT-0251,0.0
2024-02-01 00:00:00,MAT-0254,516.2
2024-02-01 00:00:00,MAT-0255,1384.025
2024-02-01 00:00:00,MAT-0256,5740.55
2024-02-01 00:00:00,MAT-0257,149.379
2024-02-01 00:00:00,MAT-0258,291.392
2024-02-01 00:00:00,MAT-0259,5372.54
2024-02-01 00:00:00,MAT-0260,69.6
2024-02-01 00:00:00,MAT-0261,5976.900000000001
2024-02-01 00:00:00,MAT-0262,1435.5
2024-02-01 00:00:00,MAT-0263,4304.325000000001
2024-02-01 00:00:00,MAT-0264,43921.46
2024-02-01 00:00:00,MAT-0265,36403.43
2024-02-01 00:00:00,MAT-0266,2319.895
2024-02-01 00:00:00,MAT-0267,272.6
2024-02-01 00:00:00,MAT-0268,19326.7
2024-02-01 00:00:00,MAT-0269,2273.165
2024-02-01 00:00:00,MAT-0270,17054.59
2024-02-01 00:00:00,MAT-0271,17.4
2024-02-01 00:00:00,MAT-0272,0.6960000000000001
2024-02-01 00:00:00,MAT-0273,3509.0
2024-02-01 00:00:00,MAT-0276,1824.4750000000001
2024-02-01 00:00:00,MAT-0277,1505.8249999999998
2024-02-01 00:00:00,MAT-0278,960.625
2024-02-01 00:00:00,MAT-0279,26.767000000000003
2024-02-01 00:00:00,MAT-0280,1.218
2024-02-01 00:00:00,MAT-0281,7714.01
2024-02-01 00:00:00,MAT-0282,1.4500000000000002
2024-02-01 00:00:00,MAT-0283,174.377
2024-02-01 00:00:00,MAT-0284,1740.0
2024-02-01 00:00:00,MAT-0285,3907.75
2024-02-01 00:00:00,MAT-0286,2088.0
2024-02-01 00:00:00,MAT-0287,38.425
2024-02-01 00:00:00,MAT-0290,716.3
2024-02-01 00:00:00,MAT-0291,717.75
2024-02-01 00:00:00,MAT-0294,37.7
2024-02-01 00:00:00,MAT-0295,3236.5449999999996
2024-02-01 00:00:00,MAT-0296,717.75
2024-02-01 00:00:00,MAT-0297,0.0
2024-02-01 00:00:00,MAT-0298,0.0
2024-02-01 00:00:00,MAT-0299,52.925
2024-02-01 00:00:00,MAT-0300,37.7
2024-02-01 00:00:00,MAT-0311,120.11800000000001
2024-02-01 00:00:00,MAT-0312,937.4250000000001
2024-02-01 00:00:00,MAT-0313,74.895
2024-02-01 00:00:00,MAT-0314,44059.835
2024-02-01 00:00:00,MAT-0315,436.59499999999997
2024-02-01 00:00:00,MAT-0316,18515.05
2024-02-01 00:00:00,MAT-0317,7724.385
2024-02-01 00:00:00,MAT-0318,25372.03
2024-02-01 00:00:00,MAT-0319,66483.52500000001
2024-02-01 00:00:00,MAT-0320,514.0600000000001
2024-02-01 00:00:00,MAT-0321,62246.880000000005
2024-02-01 00:00:00,MAT-0322,3012.8450000000003
2024-02-01 00:00:00,MAT-0323,7189.825000000001
2024-02-01 00:00:00,MAT-0324,16583.489999999998
2024-02-01 00:00:00,MAT-0325,23742.32
2024-02-01 00:00:00,MAT-0326,3911.2000000000003
2024-02-01 00:00:00,MAT-0327,12275.525
2024-02-01 00:00:00,MAT-0328,22618.414999999997
2024-02-01 00:00:00,MAT-0329,707.1949999999999
2024-02-01 00:00:00,MAT-0330,706.47
2024-02-01 00:00:00,MAT-0331,0.34800000000000003
2024-02-01 00:00:00,MAT-0332,54345.945
2024-02-01 00:00:00,MAT-0333,11410.050000000001
2024-02-01 00:00:00,MAT-0334,1434.0500000000002
2024-02-01 00:00:00,MAT-0335,5742.0
2024-02-01 00:00:00,MAT-0337,29.0
2024-02-01 00:00:00,MAT-0338,1197.9499999999998
2024-02-01 00:00:00,MAT-0339,767.265
2024-02-01 00:00:00,MAT-0340,25061.755000000005
2024-02-01 00:00:00,MAT-0341,25839.0
2024-02-01 00:00:00,MAT-0342,4306.5
2024-02-01 00:00:00,MAT-0343,1421.0
2024-02-01 00:00:00,MAT-0350,31.174999999999997
2024-02-01 00:00:00,MAT-0351,197.925
2024-02-01 00:00:00,MAT-0352,719.38
2024-02-01 00:00:00,MAT-0353,4281.3150000000005
2024-02-01 00:00:00,MAT-0354,1431.1
2024-02-01 00:00:00,MAT-0356,903.4549999999999
2024-02-01 00:00:00,MAT-0357,2408.9999999999995
2024-02-01 00:00:00,MAT-0358,33.349999999999994
2024-02-01 00:00:00,MAT-0362,94.25
2024-02-01 00:00:00,MAT-0363,656.125
2024-02-01 00:00:00,MAT-0367,717.75
2024-02-01 00:00:00,MAT-0368,239.25
2024-02-01 00:00:00,MAT-0369,234.17499999999998
2024-02-01 00:00:00,MAT-0370,0.0
2024-02-01 00:00:00,MAT-0373,1.4500000000000002
2024-02-01 00:00:00,MAT-0374,2141.94
2024-02-01 00:00:00,MAT-0375,748.925
2024-02-01 00:00:00,MAT-0376,77.57499999999999
2024-02-01 00:00:00,MAT-0377,4414.525
2024-02-01 00:00:00,MAT-0378,4684.885
2024-02-01 00:00:00,MAT-0379,21388.935
2024-02-01 00:00:00,MAT-0380,13857.07
2024-02-01 00:00:00,MAT-0381,1432.6
2024-02-01 00:00:00,MAT-0382,89887.16500000002
2024-02-01 00:00:00,MAT-0383,2871.0
2024-02-01 00:00:00,MAT-0384,990.0
2024-02-01 00:00:00,MAT-0385,18.85
2024-02-01 00:00:00,MAT-0386,8940.119999999999
2024-02-01 00:00:00,MAT-0387,603.2
2024-02-01 00:00:00,MAT-0388,2931.805
2024-02-01 00:00:00,MAT-0389,55298.354999999996
2024-02-01 00:00:00,MAT-0390,11016.230000000001
2024-02-01 00:00:00,MAT-0391,716.3
2024-02-01 00:00:00,MAT-0392,638.0
2024-02-01 00:00:00,MAT-0393,2857.2250000000004
2024-02-01 00:00:00,MAT-0394,717.75
2024-02-01 00:00:00,MAT-0396,5204.34
2024-02-01 00:00:00,MAT-0397,749.8000000000001
2024-02-01 00:00:00,MAT-0398,1275.275
2024-02-01 00:00:00,MAT-0399,48807.0
2024-02-01 00:00:00,MAT-0400,64303.149999999994
2024-02-01 00:00:00,MAT-0401,19.401
2024-02-01 00:00:00,MAT-0402,1434.775
2024-02-01 00:00:00,MAT-0409,713.4000000000001
2024-02-01 00:00:00,MAT-0412,243.60000000000002
2024-02-01 00:00:00,MAT-0413,3887.6499999999996
2024-02-01 00:00:00,MAT-0414,1879.1999999999998
2024-02-01 00:00:00,MAT-0415,48635.68
2024-02-01 00:00:00,MAT-0416,17688.695
2024-02-01 00:00:00,MAT-0417,1093.3000000000002
2024-02-01 00:00:00,MAT-0418,119.625
2024-02-01 00:00:00,MAT-0425,0.667
2024-02-01 00:00:00,MAT-0426,2218.5
2024-02-01 00:00:00,MAT-0428,12128.145
2024-02-01 00:00:00,MAT-0429,24.65
2024-02-01 00:00:00,MAT-0430,717.75
2024-03-01 00:00:00,MAT-0001,126762.14500000006
2024-03-01 00:00:00,MAT-0002,36.425000000000004
2024-03-01 00:00:00,MAT-0003,3488.7400000000002
2024-03-01 00:00:00,MAT-0004,2682.9249999999997
2024-03-01 00:00:00,MAT-0005,1.705
2024-03-01 00:00:00,MAT-0006,119.35000000000001
2024-03-01 00:00:00,MAT-0007,10909.095
2024-03-01 00:00:00,MAT-0008,38.75
2024-03-01 00:00:00,MAT-0009,65358.80000000002
2024-03-01 00:00:00,MAT-0010,2.3249999999999997
2024-03-01 00:00:00,MAT-0011,5252.95
2024-03-01 00:00:00,MAT-0012,767.25
2024-03-01 00:00:00,MAT-0013,23102.344999999998
2024-03-01 00:00:00,MAT-0014,0.775
2024-03-01 00:00:00,MAT-0015,82518.63000000002
2024-03-01 00:00:00,MAT-0016,0.0
2024-03-01 00:00:00,MAT-0017,5722.5
2024-03-01 00:00:00,MAT-0018,7672.5
2024-03-01 00:00:00,MAT-0019,7181.150000000001
2024-03-01 00:00:00,MAT-0020,4603.5
2024-03-01 00:00:00,MAT-0021,1534.5
2024-03-01 00:00:00,MAT-0027,3069.0
2024-03-01 00:00:00,MAT-0032,10817.899999999998
2024-03-01 00:00:00,MAT-0033,36053.0
2024-03-01 00:00:00,MAT-0035,19680.055
2024-03-01 00:00:00,MAT-0036,2850.4500000000003
2024-03-01 00:00:00,MAT-0037,724.625
2024-03-01 00:00:00,MAT-0038,4771.675
2024-03-01 00:00:00,MAT-0040,2301.75
2024-03-01 00:00:00,MAT-0042,5733.25
2024-03-01 00:00:00,MAT-0045,5.0840000000000005
2024-03-01 00:00:00,MAT-0046,31961.225000000002
2024-03-01 00:00:00,MAT-0047,25739.85
2024-03-01 00:00:00,MAT-0048,0.744
2024-03-01 00:00:00,MAT-0049,20194.335
2024-03-01 00:00:00,MAT-0050,6953.61
2024-03-01 00:00:00,MAT-0052,260.40000000000003
2024-03-01 00:00:00,MAT-0053,3238.7149999999997
2024-03-01 00:00:00,MAT-0054,767.25
2024-03-01 00:00:00,MAT-0055,25695.409999999993
2024-03-01 00:00:00,MAT-0056,10167.665
2024-03-01 00:00:00,MAT-0057,1557.4399999999998
2024-03-01 00:00:00,MAT-0058,37.479
2024-03-01 00:00:00,MAT-0059,17.422
2024-03-01 00:00:00,MAT-0060,2301.75
2024-03-01 00:00:00,MAT-0061,767.25
2024-03-01 00:00:00,MAT-0064,7358.625
2024-03-01 00:00:00,MAT-0065,27063.695
2024-03-01 00:00:00,MAT-0066,2297.1
2024-03-01 00:00:00,MAT-0067,767.25
2024-03-01 00:00:00,MAT-0068,767.25
2024-03-01 00:00:00,MAT-0069,767.25
2024-03-01 00:00:00,MAT-0070,767.25
2024-03-01 00:00:00,MAT-0071,3834.7000000000003
2024-03-01 00:00:00,MAT-0078,1.55
2024-03-01 00:00:00,MAT-0082,44806.445
2024-03-01 00:00:00,MAT-0083,309.22499999999997
2024-03-01 00:00:00,MAT-0084,49124.185
2024-03-01 00:00:00,MAT-0085,554.34
2024-03-01 00:00:00,MAT-0086,1534.5
2024-03-01 00:00:00,MAT-0087,767.25
2024-03-01 00:00:00,MAT-0091,1581.0
2024-03-01 00:00:00,MAT-0092,60553.85
2024-03-01 00:00:00,MAT-0094,55.800000000000004
2024-03-01 00:00:00,MAT-0095,51.336
2024-03-01 00:00:00,MAT-0096,7768.4
2024-03-01 00:00:00,MAT-0097,14441.655
2024-03-01 00:00:00,MAT-0098,8666.05
2024-03-01 00:00:00,MAT-0099,38311.705
2024-03-01 00:00:00,MAT-0100,142.56900000000002
2024-03-01 00:00:00,MAT-0101,5368.05
2024-03-01 00:00:00,MAT-0102,765.6999999999999
2024-03-01 00:00:00,MAT-0103,6336.08
2024-03-01 00:00:00,MAT-0104,1149.28
2024-03-01 00:00:00,MAT-0105,1533.7250000000001
2024-03-01 00:00:00,MAT-0106,383.625
2024-03-01 00:00:00,MAT-0107,1128.3999999999999
2024-03-01 00:00:00,MAT-0108,13419.125
2024-03-01 00:00:00,MAT-0111,10198.71
2024-03-01 00:00:00,MAT-0112,40501.149999999994
2024-03-01 00:00:00,MAT-0113,4954.565
2024-03-01 00:00:00,MAT-0114,3812.0
2024-03-01 00:00:00,MAT-0115,843.6550000000001
2024-03-01 00:00:00,MAT-0116,546.755
2024-03-01 00:00:00,MAT-0117,57.35
2024-03-01 00:00:00,MAT-0118,767.25
2024-03-01 00:00:00,MAT-0119,127.875
2024-03-01 00:00:00,MAT-0120,22233.2
2024-03-01 00:00:00,MAT-0128,3.5340000000000003
2024-03-01 00:00:00,MAT-0129,9207.0
2024-03-01 00:00:00,MAT-0133,1534.5
2024-03-01 00:00:00,MAT-0134,29155.5
2024-03-01 00:00:00,MAT-0137,38170.32000000001
2024-03-01 00:00:00,MAT-0138,735.475
2024-03-01 00:00:00,MAT-0141,257.238
2024-03-01 00:00:00,MAT-0142,58960.52
2024-03-01 00:00:00,MAT-0143,50863.28999999999
2024-03-01 00:00:00,MAT-0144,109935.24500000001
2024-03-01 00:00:00,MAT-0145,254335.63500000004
2024-03-01 00:00:00,MAT-0146,44398.49
2024-03-01 00:00:00,MAT-0147,2282.33
2024-03-01 00:00:00,MAT-0148,14126.079999999998
2024-03-01 00:00:00,MAT-0149,157.48
2024-03-01 00:00:00,MAT-0150,9914.600000000004
2024-03-01 00:00:00,MAT-0151,5214.224999999999
2024-03-01 00:00:00,MAT-0152,1269.45
2024-03-01 00:00:00,MAT-0153,30102.04
2024-03-01 00:00:00,MAT-0154,4356.25
2024-03-01 00:00:00,MAT-0155,5.425
2024-03-01 00:00:00,MAT-0156,9925.929999999998
2024-03-01 00:00:00,MAT-0157,21.7
2024-03-01 00:00:00,MAT-0158,10110.69
2024-03-01 00:00:00,MAT-0159,8331.47
2024-03-01 00:00:00,MAT-0160,3.46
2024-03-01 00:00:00,MAT-0161,3069.0
2024-03-01 00:00:00,MAT-0162,767.25
2024-03-01 00:00:00,MAT-0163,2973.6749999999997
2024-03-01 00:00:00,MAT-0164,1150.875
2024-03-01 00:00:00,MAT-0165,767.25
2024-03-01 00:00:00,MAT-0166,7937.55
2024-03-01 00:00:00,MAT-0167,4603.5
2024-03-01 00:00:00,MAT-0168,255.75
2024-03-01 00:00:00,MAT-0169,4743.0
2024-03-01 00:00:00,MAT-0170,3162.0
2024-03-01 00:00:00,MAT-0174,814.405
2024-03-01 00:00:00,MAT-0175,723.85
2024-03-01 00:00:00,MAT-0176,12882.300000000001
2024-03-01 00:00:00,MAT-0177,77.5
2024-03-01 00:00:00,MAT-0178,274.12999999999994
2024-03-01 00:00:00,MAT-0179,686.65
2024-03-01 00:00:00,MAT-0180,1458.3400000000001
2024-03-01 00:00:00,MAT-0181,0.0
2024-03-01 00:00:00,MAT-0185,3162.0
2024-03-01 00:00:00,MAT-0187,4.5569999999999995
2024-03-01 00:00:00,MAT-0188,7075.75
2024-03-01 00:00:00,MAT-0189,161.20000000000002
2024-03-01 00:00:00,MAT-0190,9207.0
2024-03-01 00:00:00,MAT-0193,10347.560000000001
2024-03-01 00:00:00,MAT-0194,3.1
2024-03-01 00:00:00,MAT-0195,14103.510000000002
2024-03-01 00:00:00,MAT-0196,4860.8
2024-03-01 00:00:00,MAT-0197,12.145000000000001
2024-03-01 00:00:00,MAT-0198,31601.244999999995
2024-03-01 00:00:00,MAT-0199,506.04400000000004
2024-03-01 00:00:00,MAT-0200,67.2
2024-03-01 00:00:00,MAT-0201,37481.95
2024-03-01 00:00:00,MAT-0202,6429.400000000001
2024-03-01 00:00:00,MAT-0203,170.5
2024-03-01 00:00:00,MAT-0204,316.2
2024-03-01 00:00:00,MAT-0205,10.075000000000001
2024-03-01 00:00:00,MAT-0206,38645.435
2024-03-01 00:00:00,MAT-0207,924.105
2024-03-01 00:00:00,MAT-0208,42.625
2024-03-01 00:00:00,MAT-0209,9.299999999999999
2024-03-01 00:00:00,MAT-0213,2852.775
2024-03-01 00:00:00,MAT-0214,155.775
2024-03-01 00:00:00,MAT-0215,3310.7999999999997
2024-03-01 00:00:00,MAT-0216,574.12
2024-03-01 00:00:00,MAT-0217,4767.5
2024-03-01 00:00:00,MAT-0218,1337.51
2024-03-01 00:00:00,MAT-0219,0.62
2024-03-01 00:00:00,MAT-0220,13042.475
2024-03-01 00:00:00,MAT-0229,28813.245
2024-03-01 00:00:00,MAT-0230,0.0
2024-03-01 00:00:00,MAT-0231,767.25
2024-03-01 00:00:00,MAT-0232,6905.25
2024-03-01 00:00:00,MAT-0233,211.37999999999997
2024-03-01 00:00:00,MAT-0234,22261.124999999996
2024-03-01 00:00:00,MAT-0235,28.165
2024-03-01 00:00:00,MAT-0236,5096.35
2024-03-01 00:00:00,MAT-0237,527.515
2024-03-01 00:00:00,MAT-0238,0.0
2024-03-01 00:00:00,MAT-0239,1534.5
2024-03-01 00:00:00,MAT-0240,418.5
2024-03-01 00:00:00,MAT-0246,2301.75
2024-03-01 00:00:00,MAT-0249,1605.8
2024-03-01 00:00:00,MAT-0250,346.125
2024-03-01 00:00:00,MAT-0251,0.0
2024-03-01 00:00:00,MAT-0254,551.8000000000001
2024-03-01 00:00:00,MAT-0255,1479.4750000000001
2024-03-01 00:00:00,MAT-0256,6136.450000000001
2024-03-01 00:00:00,MAT-0257,159.68099999999998
2024-03-01 00:00:00,MAT-0258,311.488
2024-03-01 00:00:00,MAT-0259,6147.0599999999995
2024-03-01 00:00:00,MAT-0260,74.39999999999999
2024-03-01 00:00:00,MAT-0261,6390.540000000001
2024-03-01 00:00:00,MAT-0262,1534.5
2024-03-01 00:00:00,MAT-0263,4601.175
2024-03-01 00:00:00,MAT-0264,57393.31999999999
2024-03-01 00:00:00,MAT-0265,49040.23
2024-03-01 00:00:00,MAT-0266,5379.905000000001
2024-03-01 00:00:00,MAT-0267,291.40000000000003
2024-03-01 00:00:00,MAT-0268,22002.550000000003
2024-03-01 00:00:00,MAT-0269,2739.4349999999995
2024-03-01 00:00:00,MAT-0270,28773.0
2024-03-01 00:00:00,MAT-0271,18.599999999999998
2024-03-01 00:00:00,MAT-0272,0.744
2024-03-01 00:00:00,MAT-0273,3751.0
2024-03-01 00:00:00,MAT-0276,2723.5950000000003
2024-03-01 00:00:00,MAT-0277,1610.185
2024-03-01 00:00:00,MAT-0278,1026.875
2024-03-01 00:00:00,MAT-0279,28.613
2024-03-01 00:00:00,MAT-0280,1.302
2024-03-01 00:00:00,MAT-0281,8282.89
2024-03-01 00:00:00,MAT-0282,1.55
2024-03-01 00:00:00,MAT-0283,186.403
2024-03-01 00:00:00,MAT-0284,1860.0
2024-03-01 00:00:00,MAT-0285,4177.25
2024-03-01 00:00:00,MAT-0286,2232.0
2024-03-01 00:00:00,MAT-0287,41.074999999999996
2024-03-01 00:00:00,MAT-0290,765.6999999999999
2024-03-01 00:00:00,MAT-0291,767.25
2024-03-01 00:00:00,MAT-0294,40.300000000000004
2024-03-01 00:00:00,MAT-0295,3459.7549999999997
2024-03-01 00:00:00,MAT-0296,767.25
2024-03-01 00:00:00,MAT-0297,0.0
2024-03-01 00:00:00,MAT-0298,0.0
2024-03-01 00:00:00,MAT-0299,56.574999999999996
2024-03-01 00:00:00,MAT-0300,40.300000000000004
2024-03-01 00:00:00,MAT-0311,128.40200000000002
2024-03-01 00:00:00,MAT-0312,1004.0750000000002
2024-03-01 00:00:00,MAT-0313,85.10499999999999
2024-03-01 00:00:00,MAT-0314,59375.845
2024-03-01 00:00:00,MAT-0315,466.705
2024-03-01 00:00:00,MAT-0316,43322.01
2024-03-01 00:00:00,MAT-0317,9943.635
2024-03-01 00:00:00,MAT-0318,31216.67
2024-03-01 00:00:00,MAT-0319,108916.39500000003
2024-03-01 00:00:00,MAT-0320,999.1300000000001
2024-03-01 00:00:00,MAT-0321,84297.84
2024-03-01 00:00:00,MAT-0322,17176.234999999997
2024-03-01 00:00:00,MAT-0323,8146.1050000000005
2024-03-01 00:00:00,MAT-0324,18387.089999999997
2024-03-01 00:00:00,MAT-0325,30131.45
2024-03-01 00:00:00,MAT-0326,4185.9
2024-03-01 00:00:00,MAT-0327,14847.225
2024-03-01 00:00:00,MAT-0328,34485.665
2024-03-01 00:00:00,MAT-0329,758.1049999999999
2024-03-01 00:00:00,MAT-0330,757.33
2024-03-01 00:00:00,MAT-0331,0.372
2024-03-01 00:00:00,MAT-0332,94186.405
2024-03-01 00:00:00,MAT-0333,12336.95
2024-03-01 00:00:00,MAT-0334,1532.95
2024-03-01 00:00:00,MAT-0335,6138.0
2024-03-01 00:00:00,MAT-0337,31.0
2024-03-01 00:00:00,MAT-0338,2017.1499999999999
2024-03-01 00:00:00,MAT-0339,854.375
2024-03-01 00:00:00,MAT-0340,31161.195000000003
2024-03-01 00:00:00,MAT-0341,27621.0
2024-03-01 00:00:00,MAT-0342,4603.5
2024-03-01 00:00:00,MAT-0343,1519.0
2024-03-01 00:00:00,MAT-0350,34.105
2024-03-01 00:00:00,MAT-0351,211.57500000000002
2024-03-01 00:00:00,MAT-0352,810.9599999999999
2024-03-01 00:00:00,MAT-0353,8854.925000000001
2024-03-01 00:00:00,MAT-0354,2404.29
2024-03-01 00:00:00,MAT-0356,3443.735
2024-03-01 00:00:00,MAT-0357,2875.8499999999995
2024-03-01 00:00:00,MAT-0358,38.65
2024-03-01 00:00:00,MAT-0362,100.75
2024-03-01 00:00:00,MAT-0363,701.375
2024-03-01 00:00:00,MAT-0367,767.25
2024-03-01 00:00:00,MAT-0368,255.75
2024-03-01 00:00:00,MAT-0369,250.325
2024-03-01 00:00:00,MAT-0370,0.0
2024-03-01 00:00:00,MAT-0373,203.81000000000003
2024-03-01 00:00:00,MAT-0374,2612.4700000000003
2024-03-01 00:00:00,MAT-0375,803.575
2024-03-01 00:00:00,MAT-0376,86.325
2024-03-01 00:00:00,MAT-0377,4718.974999999999
2024-03-01 00:00:00,MAT-0378,8811.015
2024-03-01 00:00:00,MAT-0379,33967.045
2024-03-01 00:00:00,MAT-0380,14816.08
2024-03-01 00:00:00,MAT-0381,1531.6
2024-03-01 00:00:00,MAT-0382,117930.48500000003
2024-03-01 00:00:00,MAT-0383,5395.5
2024-03-01 00:00:00,MAT-0384,6063.75
2024-03-01 00:00:00,MAT-0385,20.150000000000002
2024-03-01 00:00:00,MAT-0386,10720.119999999999
2024-03-01 00:00:00,MAT-0387,644.8000000000001
2024-03-01 00:00:00,MAT-0388,9080.095
2024-03-01 00:00:00,MAT-0389,70218.615
2024-03-01 00:00:00,MAT-0390,15016.86
2024-03-01 00:00:00,MAT-0391,765.6999999999999
2024-03-01 00:00:00,MAT-0392,697.18
2024-03-01 00:00:00,MAT-0393,3054.275
2024-03-01 00:00:00,MAT-0394,767.25
2024-03-01 00:00:00,MAT-0396,5563.26
2024-03-01 00:00:00,MAT-0397,802.9000000000001
2024-03-01 00:00:00,MAT-0398,1363.2250000000001
2024-03-01 00:00:00,MAT-0399,52173.0
2024-03-01 00:00:00,MAT-0400,68737.84999999999
2024-03-01 00:00:00,MAT-0401,20.739
2024-03-01 00:00:00,MAT-0402,1533.7250000000001
2024-03-01 00:00:00,MAT-0409,762.6
2024-03-01 00:00:00,MAT-0412,260.40000000000003
2024-03-01 00:00:00,MAT-0413,20348.28
2024-03-01 00:00:00,MAT-0414,2008.8
2024-03-01 00:00:00,MAT-0415,54494.990000000005
2024-03-01 00:00:00,MAT-0416,18914.905
2024-03-01 00:00:00,MAT-0417,1168.7
2024-03-01 00:00:00,MAT-0418,127.875
2024-03-01 00:00:00,MAT-0425,0.713
2024-03-01 00:00:00,MAT-0426,2371.5
2024-03-01 00:00:00,MAT-0428,14495.535
2024-03-01 00:00:00,MAT-0429,26.349999999999998
2024-03-01 00:00:00,MAT-0430,767.25
2024-04-01 00:00:00,MAT-0001,144786.91000000006
2024-04-01 00:00:00,MAT-0002,35.25
2024-04-01 00:00:00,MAT-0003,3816.42
2024-04-01 00:00:00,MAT-0004,2660.25
2024-04-01 00:00:00,MAT-0005,1.65
2024-04-01 00:00:00,MAT-0006,115.5
2024-04-01 00:00:00,MAT-0007,13739.649999999998
2024-04-01 00:00:00,MAT-0008,37.5
2024-04-01 00:00:00,MAT-0009,63492.000000000015
2024-04-01 00:00:00,MAT-0010,2.25
2024-04-01 00:00:00,MAT-0011,5112.219999999999
2024-04-01 00:00:00,MAT-0012,742.5
2024-04-01 00:00:00,MAT-0013,26266.649999999994
2024-04-01 00:00:00,MAT-0014,0.75
2024-04-01 00:00:00,MAT-0015,91373.31000000004
2024-04-01 00:00:00,MAT-0016,0.0
2024-04-01 00:00:00,MAT-0017,5626.4
2024-04-01 00:00:00,MAT-0018,7425.0
2024-04-01 00:00:00,MAT-0019,6949.5
2024-04-01 00:00:00,MAT-0020,4455.0
2024-04-01 00:00:00,MAT-0021,1485.0
2024-04-01 00:00:00,MAT-0027,2970.0
2024-04-01 00:00:00,MAT-0032,10622.849999999997
2024-04-01 00:00:00,MAT-0033,34890.0
2024-04-01 00:00:00,MAT-0035,20983.8
2024-04-01 00:00:00,MAT-0036,2758.5
2024-04-01 00:00:00,MAT-0037,701.25
2024-04-01 00:00:00,MAT-0038,4617.75
2024-04-01 00:00:00,MAT-0040,2227.5
2024-04-01 00:00:00,MAT-0042,6030.0
2024-04-01 00:00:00,MAT-0045,4.92
2024-04-01 00:00:00,MAT-0046,35499.840000000004
2024-04-01 00:00:00,MAT-0047,27583.199999999997
2024-04-01 00:00:00,MAT-0048,0.72
2024-04-01 00:00:00,MAT-0049,25002.55
2024-04-01 00:00:00,MAT-0050,6729.3
2024-04-01 00:00:00,MAT-0052,252.0
2024-04-01 00:00:00,MAT-0053,5245.12
2024-04-01 00:00:00,MAT-0054,748.3
2024-04-01 00:00:00,MAT-0055,28670.159999999993
2024-04-01 00:00:00,MAT-0056,12983.76
2024-04-01 00:00:00,MAT-0057,1507.1999999999998
2024-04-01 00:00:00,MAT-0058,36.27
2024-04-01 00:00:00,MAT-0059,16.860000000000003
2024-04-01 00:00:00,MAT-0060,2227.5
2024-04-01 00:00:00,MAT-0061,742.5
2024-04-01 00:00:00,MAT-0064,7121.25
2024-04-01 00:00:00,MAT-0065,30499.420000000002
2024-04-01 00:00:00,MAT-0066,2223.0
2024-04-01 00:00:00,MAT-0067,742.5
2024-04-01 00:00:00,MAT-0068,742.5
2024-04-01 00:00:00,MAT-0069,742.5
2024-04-01 00:00:00,MAT-0070,742.5
2024-04-01 00:00:00,MAT-0071,3711.0
2024-04-01 00:00:00,MAT-0078,1.5
2024-04-01 00:00:00,MAT-0082,45838.35
2024-04-01 00:00:00,MAT-0083,299.25
2024-04-01 00:00:00,MAT-0084,84984.73
2024-04-01 00:00:00,MAT-0085,590.3800000000001
2024-04-01 00:00:00,MAT-0086,1669.25
2024-04-01 00:00:00,MAT-0087,742.5
2024-04-01 00:00:00,MAT-0091,1530.0
2024-04-01 00:00:00,MAT-0092,58600.5
2024-04-01 00:00:00,MAT-0094,54.0
2024-04-01 00:00:00,MAT-0095,49.68
2024-04-01 00:00:00,MAT-0096,8164.499999999999
