BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK,STOCK_UNIT,STOCK_SELL_VALUE,CURRENCY
10/31/2024,CHINA-WAREHOUSE,MAT-0378,M1877B,2750,KG,7700,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0149,N9204A,35200,KG,221408,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0002,N2666A,5125,KG,38899,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0002,N5378A,2750,KG,20873,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0267,M2538A,0,KG,16129,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0267,M8622A,0,KG,563558,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0267,N4255A,275,KG,173811,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0267,N2665A,2750,KG,20873,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0267,N1733A,1375,KG,10436,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0267,N4454A,16875,KG,128081,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0415,M7105A,225,KG,1708,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0415,M1915A,47525,KG,364510,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0415,M5698A,60425,KG,750841,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0415,M2765A,145750,KG,1106243,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0415,M5459A,395825,KG,3004312,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0156,M2868A,9450,KG,71726,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0156,M9303A,21925,KG,166411,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0156,M8986A,12125,KG,92029,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0156,M9525A,23375,KG,177416,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0156,M9522A,45175,KG,342878,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0156,M4677A,86625,KG,657484,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0156,M7195A,1375,KG,10436,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0156,M3553A,397125,KG,3014179,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0156,M5672A,116800,KG,886512,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0156,M9845A,371100,KG,2816649,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0156,N8164A,725,KG,5503,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0156,N6530A,875,KG,6641,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0399,M1992A,600,KG,1818,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0092,N5117A,1050,KG,2142,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0092,N4502A,5500,KG,11220,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0092,N4113A,3900,KG,7956,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0092,N3963A,1050,KG,2142,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0400,N8432A,21450,KG,43758,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0208,M9353A,0,KG,9199,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0208,N1099A,0,KG,9199,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0208,N5618A,0,KG,9199,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0418,M9128A,0,KG,9199,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0418,M6566A,0,KG,9199,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0418,M7434A,0,KG,9199,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0379,E7296A,50,KG,146,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0379,E1609A,179825,KG,525089,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0379,E6578A,272175,KG,794751,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0351,7840A,5500,KG,20570,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0385,M2584B,650,KG,4394,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0150,P5297A,0,KG,495,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0150,P1963A,0,KG,5445,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0150,P5541A,0,KG,70488,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0150,P2646A,44375,KG,176121,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0268,P4984A,0,KG,534,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0268,P4911A,0,KG,534,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0268,P9491A,0,KG,534,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0268,P1957A,0,KG,356,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0268,P7427A,0,KG,534,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0268,P2418A,0,KG,534,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0268,P9955A,800,KG,5696,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0268,P9631A,650,KG,5340,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0268,P5542A,1425,KG,10146,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0268,P9262A,19475,KG,138662,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0268,P5627A,0,KG,534,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0268,P1798A,6000,KG,42720,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0268,P8981A,19500,KG,138840,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0263,M7495B,900,KG,6084,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0276,5252A8860,75,KG,153,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0276,2411A3053,24750,KG,50490,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0276,1466A8783,24750,KG,50490,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0276,2822A9952,52200,KG,106488,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0276,8136A1401,34250,KG,69870,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0276,4049A6959,67375,KG,137445,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0276,8646A4806,49500,KG,100980,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0276,9271A1122,6875,KG,14025,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0386,1695A8125,650,KG,1359,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0386,2652A2410,22000,KG,45980,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0386,6805A8986,24750,KG,51728,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0386,6281A9901,19250,KG,40233,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0386,2713A9397,94875,KG,198289,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0386,7631A8927,81125,KG,169551,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0386,1578A4063,64625,KG,135066,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0386,6801A5000,12375,KG,25864,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0386,7801A3831,24750,KG,51728,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0386,2331A1220,24750,KG,51728,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0380,8668A3224,2750,KG,5748,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0380,4454A6981,24750,KG,51728,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0055,3313A3240,1150,KG,3013,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0055,7739A3684,0,KG,7205,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0055,9315A2898,33000,KG,86460,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0055,3497A7766,24750,KG,64845,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0055,7919A9356,74250,KG,194535,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0055,3283A1559,5500,KG,14410,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0055,1746A9127,26125,KG,82858,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0055,1686A3067,88000,KG,230560,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0055,8901A4259,4125,KG,10808,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0202,2088A8246,1125,KG,2239,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0202,2377A5675,46000,KG,91540,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0007,5785A9734,375,KG,784,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0007,4787A6732,5450,KG,11391,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0007,6031A8099,71500,KG,149435,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0317,S6066A,750,KG,5513,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0317,S4443A,9725,KG,71479,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0323,P4713A,0,KG,530,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0323,P9706A,0,KG,530,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0323,P9617A,0,KG,530,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0323,P4196A,0,KG,530,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0323,P7298A,0,KG,530,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0323,P1532A,23900,KG,168734,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0323,P6351A,236500,KG,1670220,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0323,P6105A,0,KG,530,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0323,P1549A,0,KG,530,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0323,P4909A,0,KG,530,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,2379A,50,KG,278,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,4674A,12275,KG,68126,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,3224A,28875,KG,160256,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,1633A,49500,KG,274725,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,8962A,148425,KG,823759,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,9633A,123750,KG,686813,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,1226A,49500,KG,274725,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,4767A,111375,KG,618131,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,8246A,12375,KG,68681,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,7885A,94875,KG,526556,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,8102A,28800,KG,159840,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,6829A,24750,KG,137363,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,8899A,105850,KG,587468,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,7447A,138875,KG,770756,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,4267A,13700,KG,76035,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,5874A,107250,KG,595238,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,3889A,24750,KG,137363,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,4808A,24750,KG,137363,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,6527A,123675,KG,686396,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,9185A,56375,KG,312881,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0056,1990A,67375,KG,373931,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0387,6043B,1950,KG,0,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0387,6175B,18850,KG,0,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0206,V6071A,86000,KG,1103380,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0206,V9779A,62475,KG,801554,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0206,V9707A,174900,KG,2243967,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0206,V5831A,120000,KG,1539600,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0206,V8334A,276100,KG,3542363,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0206,V5143A,98750,KG,1266963,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0324,V7863A,136000,KG,1846880,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0324,V5307A,115050,KG,1562379,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0084,R9779A,593875,KG,2553663,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0084,R8049A,445425,KG,1915328,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0084,S4467A,275900,KG,1186370,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0084,S5923A,121200,KG,521160,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0318,R9214A,300,KG,1290,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0318,R9342A,41250,KG,177375,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0318,R4578A,494975,KG,2128393,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0318,S6334A,379475,KG,1631743,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0325,E4574A,24750,KG,111623,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0325,E6170A,24750,KG,111623,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0325,E4318A,350,KG,1579,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0325,E3812A,92050,KG,415146,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0325,E3429A,123600,KG,669059,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0416,E3094A,725,KG,3306,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0416,E2503A,98825,KG,450642,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0416,E1199A,296950,KG,1354092,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0416,E2599A,321600,KG,1466496,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0326,M1036A,17750,KG,48635,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0326,M9936A,40950,KG,112203,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0151,R5222A,650,KG,2932,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0151,R5144A,8250,KG,37208,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0151,R3505A,272125,KG,1227284,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0151,R2688A,148500,KG,669735,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0428,R3390A,56400,KG,254364,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0428,R4624A,101700,KG,458667,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0428,R6433A,24750,KG,111623,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0428,R3367A,148500,KG,669735,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0428,R6795A,74250,KG,334868,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0015,R7340A,900,KG,4059,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0015,R5109A,763725,KG,3444400,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0015,R1154A,287125,KG,1294934,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0015,R5049A,148500,KG,669735,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0015,R8516A,76675,KG,345804,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0015,R6878A,247450,KG,1116000,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0015,S7448A,1275,KG,5750,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0230,S2743A,12325,KG,74443,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0279,5148A,675,KG,3733,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0279,8958A,600,KG,3318,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0279,SCRAP,812,KG,4491,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0294,2542A,1800,KG,5166,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0327,M2299B,8250,KG,30855,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0327,M4196A,2750,KG,10285,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0327,M8046B,2750,KG,10285,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0327,M9616C,2700,KG,10098,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0327,M9310A,34375,KG,128563,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0327,M8974C,24225,KG,90602,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0327,M6757A,41175,KG,153995,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0327,M6220B,24750,KG,92565,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0327,M6157A,39875,KG,149133,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0327,M1300A,9625,KG,35998,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0356,M9805C,22000,KG,82280,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0356,M6651C,325,KG,1216,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0356,M8830A,17875,KG,66853,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0356,M7210C,125,KG,468,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0356,M9399A,4125,KG,15428,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0356,M4631A,15125,KG,56568,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0356,M1542B,11000,KG,41140,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0356,M9467A,2750,KG,10285,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0356,M7319B,77000,KG,287980,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0356,M3317A,89375,KG,334263,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0356,M3449A,44000,KG,164560,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0356,M2221A,24750,KG,92565,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0356,M1033A,24750,KG,92565,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0356,M8348C,23375,KG,87423,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0356,M5295A,24750,KG,92565,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0356,M6506B,72875,KG,272553,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0356,M3012B,50875,KG,190273,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0328,V7468B,75000,KG,725250,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0328,V1277A,340300,KG,3290701,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0328,V2451A,7500,KG,72525,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0270,V8714A,1500,KG,14805,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0270,V7805A,4500,KG,44415,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0270,V9486A,75,KG,740,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0270,V8487A,295325,KG,2914858,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0270,V9206A,279075,KG,2754470,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0107,V5370A,24700,KG,240331,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0111,4986A6798,525,KG,3140,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0111,2746A2209,22000,KG,131560,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0111,2330A3052,49500,KG,296010,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0111,2295A1281,64625,KG,386458,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0111,8636A9945,2750,KG,16445,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0111,8666A5695,4125,KG,24668,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0111,6050A5411,50875,KG,304233,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0111,9616A7666,27500,KG,164450,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0352,2836G1716QDA,600,KG,4056,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0352,8918G7063QAC,11000,KG,74360,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0329,8219E2072QAC,22775,KG,153959,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0330,5045F1981QCE,24275,KG,164099,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H6435A,21200,KG,19716,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H6063A,56850,KG,52871,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H6364A,56375,KG,52429,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H9549A,8250,KG,7673,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H1684A,35750,KG,33248,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H8273A,1375,KG,1279,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H3869A,57625,KG,53591,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H1393A,55000,KG,51150,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H8981A,24750,KG,23018,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H5368A,49500,KG,46035,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H7543A,49500,KG,46035,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H5216A,24725,KG,22994,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H1761A,99000,KG,92070,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H1079A,99000,KG,92070,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H5660A,30250,KG,28133,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H1444A,19250,KG,17903,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H4933A,89375,KG,83119,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H1837A,71500,KG,66495,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0160,H6089A,37125,KG,34526,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0187,SCRAP,212,KG,197,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E9035A2870,225,KG,276323,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E8434A7205,9625,KG,11820463,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E7151A7847,16500,KG,20263650,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E8555A1439,13750,KG,16886375,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E9377A5258,15125,KG,18575013,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E2879A7216,86550,KG,106292055,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E3553A4769,62000,KG,76142200,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E8312A6170,1375,KG,1688638,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E5761A3499,53450,KG,65641945,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E6697A5868,85250,KG,104695525,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E7035A3826,9625,KG,11820463,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E6679A2387,83850,KG,102976185,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E1955A9002,64625,KG,79365963,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E7158A2937,88000,KG,108072800,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E5569A2751,89350,KG,109730735,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E5973A7207,74250,KG,91186425,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E9060A8796,86600,KG,106353460,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E1647A6506,1375,KG,1688638,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E2434A1438,48125,KG,59102313,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E6436A3616,86625,KG,106384163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E9749A6187,28875,KG,35461388,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0341,E2360A5275,89375,KG,109761438,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0190,E9195A6811,1150,KG,2910,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0190,E8855A2173,500,KG,1265,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0190,E5108A3957,2625,KG,6641,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0190,E1196A6328,38425,KG,97215,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0190,E1310A6522,13750,KG,34788,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0190,E3237A5735,81100,KG,205183,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0190,E5659A8603,42625,KG,107841,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0190,E3986A8807,6875,KG,17394,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0190,E5436A3469,93500,KG,236555,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0190,E2602A4074,82500,KG,208725,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0190,E1159A1208,2750,KG,6958,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0246,E7281A3697,900,KG,2097,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0246,E7241A2613,24750,KG,57668,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0246,E2788A5185,75500,KG,175915,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0246,E5483A3187,93500,KG,217855,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0246,E6343A3111,61875,KG,144169,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0246,E1599A9624,94800,KG,220884,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0246,E5220A3019,70100,KG,163333,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0181,C6029A1018,0,KG,9433,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0181,C9213A8869,0,KG,9433,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0181,C8894A7147,0,KG,9433,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0238,C1085A8335,0,KG,9433,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0238,C1186A3629,0,KG,9433,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0238,C3685A9491,0,KG,9433,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0297,C9614A6614,0,KG,110385,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0152,M1002B,40950,KG,0,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0381,R7141A,74250,KG,334868,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0137,R2349A,54125,KG,244104,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0137,R4599A,2750,KG,12403,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0137,R3420A,56375,KG,254251,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0137,R8250A,591225,KG,2666425,CNY
