OUTBOUND_DATE,MATERIAL_NAME,PLANT_NAME,MODE_OF_TRANSPORT,CUSTOMER_NUMBER,total_quantity
2024-06-26,MAT-0142,CHINA-WAREHOUSE,Truck,CST-00716,25.5
2024-06-26,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00037,51.0
2024-06-26,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00511,24.75
2024-06-26,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00384,25.5
2024-06-26,MAT-0153,CHINA-WAREHOUSE,Truck,CST-00048,24.75
2024-06-26,MAT-0153,CHINA-WAREHOUSE,Truck,CST-00169,49.5
2024-06-26,MAT-0229,CHINA-WAREHOUSE,Truck,CST-00113,19.259999999999998
2024-06-26,MAT-0237,SINGAPORE-WAREHOUSE,Marine,CST-01042,0.15
2024-06-26,MAT-0261,CHINA-WAREHOUSE,Truck,CST-00053,51.01
2024-06-26,MAT-0265,CHINA-WAREHOUSE,Truck,CST-00080,5.5
2024-06-26,MAT-0267,CHINA-WAREHOUSE,Truck,CST-00017,24.75
2024-06-26,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00169,3.0
2024-06-27,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00008,24.75
2024-06-27,MAT-0316,CHINA-WAREHOUSE,Truck,CST-00093,198.0
2024-06-27,MAT-0302,SINGAPORE-WAREHOUSE,Truck,CST-01013,9.629999999999999
2024-06-27,MAT-0272,CHINA-WAREHOUSE,Truck,CST-00717,0.02
2024-06-27,MAT-0205,CHINA-WAREHOUSE,Truck,CST-00717,0.96
2024-06-27,MAT-0264,CHINA-WAREHOUSE,Truck,CST-00080,0.5
2024-06-27,MAT-0234,CHINA-WAREHOUSE,Truck,CST-00720,0.38
2024-06-27,MAT-0214,CHINA-WAREHOUSE,Truck,CST-00717,5.2
2024-06-27,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-06-27,MAT-0271,SINGAPORE-WAREHOUSE,Truck,CST-01020,23.38
2024-06-27,MAT-0323,CHINA-WAREHOUSE,Truck,CST-00721,0.05
2024-06-27,MAT-0382,CHINA-WAREHOUSE,Truck,CST-00672,24.75
2024-06-27,MAT-0327,CHINA-WAREHOUSE,Truck,CST-00456,0.05
2024-06-27,MAT-0335,SINGAPORE-WAREHOUSE,Marine,CST-01083,148.5
2024-06-27,MAT-0335,SINGAPORE-WAREHOUSE,Marine,CST-01210,74.25
2024-06-27,MAT-0335,SINGAPORE-WAREHOUSE,Marine,CST-01294,49.5
2024-06-27,MAT-0357,CHINA-WAREHOUSE,Truck,CST-00529,5.5
2024-06-27,MAT-0382,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-06-27,MAT-0382,CHINA-WAREHOUSE,Truck,CST-00132,49.5
2024-06-27,MAT-0382,CHINA-WAREHOUSE,Truck,CST-00487,24.75
2024-06-27,MAT-0194,CHINA-WAREHOUSE,Truck,CST-00717,0.69
2024-06-27,MAT-0398,CHINA-WAREHOUSE,Truck,CST-00717,0.3
2024-06-27,MAT-0413,CHINA-WAREHOUSE,Truck,CST-00456,0.05
2024-06-27,MAT-0325,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-06-27,MAT-0193,CHINA-WAREHOUSE,Truck,CST-00719,112.2
2024-06-27,MAT-0198,CHINA-WAREHOUSE,Truck,CST-00003,148.51
2024-06-27,MAT-0175,CHINA-WAREHOUSE,Truck,CST-00017,12.379999999999999
2024-06-27,MAT-0175,SINGAPORE-WAREHOUSE,Truck,CST-01020,1.0
2024-06-27,MAT-0007,CHINA-WAREHOUSE,Truck,CST-00148,49.51
2024-06-27,MAT-0013,CHINA-WAREHOUSE,Truck,CST-00031,3.0
2024-06-27,MAT-0013,CHINA-WAREHOUSE,Truck,CST-00567,12.0
2024-06-27,MAT-0014,CHINA-WAREHOUSE,Truck,CST-00717,0.22
2024-06-27,MAT-0015,SINGAPORE-WAREHOUSE,Marine,CST-01353,24.75
2024-06-27,MAT-0048,CHINA-WAREHOUSE,Truck,CST-00717,0.07
2024-06-27,MAT-0065,CHINA-WAREHOUSE,Truck,CST-00456,0.06
2024-06-27,MAT-0065,SINGAPORE-WAREHOUSE,Truck,CST-01045,0.8
2024-06-27,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00151,74.25
2024-06-27,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00153,24.75
2024-06-27,MAT-0100,CHINA-WAREHOUSE,Truck,CST-00717,11.08
2024-06-27,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00135,15.0
2024-06-27,MAT-0112,CHINA-WAREHOUSE,Truck,CST-00035,24.759999999999998
2024-06-27,MAT-0112,SINGAPORE-WAREHOUSE,Marine,CST-01304,49.5
2024-06-27,MAT-0143,CHINA-WAREHOUSE,Truck,CST-00042,25.5
2024-06-27,MAT-0143,CHINA-WAREHOUSE,Truck,CST-00379,25.5
2024-06-27,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00135,10.5
2024-06-27,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00008,4.5
2024-06-27,MAT-0151,CHINA-WAREHOUSE,Truck,CST-00459,24.75
2024-06-27,MAT-0154,CHINA-WAREHOUSE,Truck,CST-00718,24.75
2024-06-27,MAT-0156,SINGAPORE-WAREHOUSE,Truck,CST-01045,23.38
2024-06-27,MAT-0164,SINGAPORE-WAREHOUSE,Marine,CST-01034,49.5
2024-06-27,MAT-0112,CHINA-WAREHOUSE,Truck,CST-00008,24.75
2024-06-28,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00169,24.75
2024-06-28,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00003,24.75
2024-06-28,MAT-0319,CHINA-WAREHOUSE,Truck,CST-00547,24.76
2024-06-28,MAT-0318,CHINA-WAREHOUSE,Truck,CST-00011,24.75
2024-06-28,MAT-0270,CHINA-WAREHOUSE,Truck,CST-00037,2.7800000000000002
2024-06-28,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00037,4.58
2024-06-28,MAT-0308,SINGAPORE-WAREHOUSE,Marine,CST-01241,74.25
2024-06-28,MAT-0270,CHINA-WAREHOUSE,Truck,CST-00356,15.0
2024-06-28,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00635,24.75
2024-06-28,MAT-0316,CHINA-WAREHOUSE,Truck,CST-00259,49.5
2024-06-28,MAT-0322,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-06-28,MAT-0378,CHINA-WAREHOUSE,Truck,CST-00025,0.1
2024-06-28,MAT-0328,CHINA-WAREHOUSE,Truck,CST-00037,1.1
2024-06-28,MAT-0328,CHINA-WAREHOUSE,Truck,CST-00356,10.5
2024-06-28,MAT-0403,SINGAPORE-WAREHOUSE,Marine,CST-01111,76.5
2024-06-28,MAT-0357,CHINA-WAREHOUSE,Truck,CST-00672,12.38
2024-06-28,MAT-0379,CHINA-WAREHOUSE,Truck,CST-00722,24.75
2024-06-28,MAT-0382,CHINA-WAREHOUSE,Truck,CST-00487,49.5
2024-06-28,MAT-0390,CHINA-WAREHOUSE,Truck,CST-00007,24.75
2024-06-28,MAT-0399,CHINA-WAREHOUSE,Truck,CST-00003,24.75
2024-06-28,MAT-0399,CHINA-WAREHOUSE,Truck,CST-00013,24.75
2024-06-28,MAT-0400,CHINA-WAREHOUSE,Truck,CST-00033,5.5
2024-06-28,MAT-0267,CHINA-WAREHOUSE,Truck,CST-00093,99.00999999999999
2024-06-28,MAT-0324,CHINA-WAREHOUSE,Truck,CST-00037,4.23
2024-06-28,MAT-0265,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-06-28,MAT-0353,CHINA-WAREHOUSE,Truck,CST-00025,0.05
2024-06-28,MAT-0234,CHINA-WAREHOUSE,Truck,CST-00115,24.729999999999997
2024-06-28,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00037,5.28
2024-06-28,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00176,25.5
2024-06-28,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00178,25.5
2024-06-28,MAT-0004,CHINA-WAREHOUSE,Truck,CST-00037,1.45
2024-06-28,MAT-0007,CHINA-WAREHOUSE,Truck,CST-00003,24.75
2024-06-28,MAT-0007,CHINA-WAREHOUSE,Truck,CST-00013,24.75
2024-06-28,MAT-0007,CHINA-WAREHOUSE,Truck,CST-00672,24.75
2024-06-28,MAT-0013,CHINA-WAREHOUSE,Truck,CST-00037,2.13
2024-06-28,MAT-0042,CHINA-WAREHOUSE,Truck,CST-00025,0.05
2024-06-28,MAT-0049,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-06-28,MAT-0050,CHINA-WAREHOUSE,Truck,CST-00638,1.38
2024-06-28,MAT-0092,CHINA-WAREHOUSE,Truck,CST-00033,1.38
2024-06-28,MAT-0234,SINGAPORE-WAREHOUSE,Marine,CST-01187,24.75
2024-06-28,MAT-0106,CHINA-WAREHOUSE,Truck,CST-00025,0.3
2024-06-28,MAT-0097,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-06-28,MAT-0202,CHINA-WAREHOUSE,Truck,CST-00003,24.759999999999998
2024-06-28,MAT-0175,SINGAPORE-WAREHOUSE,Marine,CST-01089,49.5
2024-06-28,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00259,16.5
2024-06-28,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00050,25.5
2024-06-28,MAT-0153,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-06-28,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00037,3.73
2024-06-28,MAT-0143,CHINA-WAREHOUSE,Truck,CST-00037,2.88
2024-06-28,MAT-0142,CHINA-WAREHOUSE,Truck,CST-00037,28.83
2024-06-28,MAT-0112,CHINA-WAREHOUSE,Truck,CST-00585,24.75
2024-06-28,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00037,14.1
2024-06-29,MAT-0316,CHINA-WAREHOUSE,Truck,CST-00259,24.75
2024-06-29,MAT-0151,SINGAPORE-WAREHOUSE,Marine,CST-01116,99.0
2024-06-29,MAT-0259,CHINA-WAREHOUSE,Truck,CST-00678,7.25
2024-06-29,MAT-0302,SINGAPORE-WAREHOUSE,Marine,CST-01022,24.75
2024-06-29,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00122,13.5
2024-06-29,MAT-0316,CHINA-WAREHOUSE,Truck,CST-00635,99.0
2024-06-29,MAT-0413,CHINA-WAREHOUSE,Truck,CST-00025,0.1
2024-06-29,MAT-0344,SINGAPORE-WAREHOUSE,Marine,CST-01009,11.0
2024-06-29,MAT-0356,CHINA-WAREHOUSE,Truck,CST-00555,24.759999999999998
2024-06-29,MAT-0390,CHINA-WAREHOUSE,Truck,CST-00072,0.6
2024-06-29,MAT-0411,SINGAPORE-WAREHOUSE,Marine,CST-01354,24.75
2024-06-29,MAT-0151,SINGAPORE-WAREHOUSE,Marine,CST-01105,49.5
2024-06-29,MAT-0413,SINGAPORE-WAREHOUSE,Marine,CST-01058,24.75
2024-06-29,MAT-0413,SINGAPORE-WAREHOUSE,Marine,CST-01287,24.75
2024-06-29,MAT-0325,CHINA-WAREHOUSE,Truck,CST-00667,49.5
2024-06-29,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00122,3.0
2024-06-29,MAT-0143,CHINA-WAREHOUSE,Truck,CST-00470,18.0
2024-06-29,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00072,0.3
2024-06-29,MAT-0007,CHINA-WAREHOUSE,Truck,CST-00013,24.75
2024-06-29,MAT-0013,CHINA-WAREHOUSE,Truck,CST-00122,3.0
2024-06-29,MAT-0013,CHINA-WAREHOUSE,Truck,CST-00564,15.0
2024-06-29,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00075,25.5
2024-06-29,MAT-0046,CHINA-WAREHOUSE,Truck,CST-00247,2.75
2024-06-29,MAT-0099,CHINA-WAREHOUSE,Truck,CST-00313,24.75
2024-06-29,MAT-0015,SINGAPORE-WAREHOUSE,Marine,CST-01276,49.5
2024-06-29,MAT-0109,SINGAPORE-WAREHOUSE,Marine,CST-01012,49.5
2024-06-29,MAT-0112,SINGAPORE-WAREHOUSE,Marine,CST-01027,49.5
2024-06-29,MAT-0142,CHINA-WAREHOUSE,Truck,CST-00122,4.5
2024-06-29,MAT-0143,CHINA-WAREHOUSE,Truck,CST-00122,1.5
2024-06-29,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00037,25.5
2024-06-29,MAT-0099,SINGAPORE-WAREHOUSE,Marine,CST-01154,24.75
2024-06-29,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00547,24.75
2024-06-30,MAT-0165,SINGAPORE-WAREHOUSE,Marine,CST-01038,49.5
2024-06-30,MAT-0415,SINGAPORE-WAREHOUSE,Marine,CST-01355,5.5
2024-06-30,MAT-0404,SINGAPORE-WAREHOUSE,Marine,CST-01207,2.75
2024-06-30,MAT-0381,SINGAPORE-WAREHOUSE,Marine,CST-01178,11.0
2024-06-30,MAT-0354,SINGAPORE-WAREHOUSE,Marine,CST-01355,4.125
2024-06-30,MAT-0327,SINGAPORE-WAREHOUSE,Marine,CST-01207,8.25
2024-06-30,MAT-0164,SINGAPORE-WAREHOUSE,Marine,CST-01034,99.0
2024-06-30,MAT-0151,SINGAPORE-WAREHOUSE,Marine,CST-01105,99.0
2024-06-30,MAT-0034,SINGAPORE-WAREHOUSE,Marine,CST-01355,0.5
2024-06-30,MAT-0056,SINGAPORE-WAREHOUSE,Marine,CST-01024,49.5
2024-06-30,MAT-0151,SINGAPORE-WAREHOUSE,Marine,CST-01178,13.75
2024-06-30,MAT-0099,SINGAPORE-WAREHOUSE,Marine,CST-01154,24.75
2024-06-30,MAT-0056,SINGAPORE-WAREHOUSE,Marine,CST-01136,49.5
2024-07-01,MAT-0264,CHINA-WAREHOUSE,Truck,CST-00047,49.5
2024-07-01,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00014,18.0
2024-07-01,MAT-0318,CHINA-WAREHOUSE,Truck,CST-00017,24.75
2024-07-01,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-07-01,MAT-0325,CHINA-WAREHOUSE,Truck,CST-00260,24.75
2024-07-01,MAT-0325,CHINA-WAREHOUSE,Truck,CST-00667,49.5
2024-07-01,MAT-0325,CHINA-WAREHOUSE,Truck,CST-00672,24.75
2024-07-01,MAT-0229,CHINA-WAREHOUSE,Truck,CST-00014,24.75
2024-07-01,MAT-0384,CHINA-WAREHOUSE,Truck,CST-00344,24.75
2024-07-01,MAT-0389,CHINA-WAREHOUSE,Truck,CST-00036,51.0
2024-07-01,MAT-0389,CHINA-WAREHOUSE,Truck,CST-00106,25.5
2024-07-01,MAT-0389,CHINA-WAREHOUSE,Truck,CST-00228,51.0
2024-07-01,MAT-0423,SINGAPORE-WAREHOUSE,Marine,CST-01356,24.75
2024-07-01,MAT-0340,SINGAPORE-WAREHOUSE,Marine,CST-01133,24.75
2024-07-01,MAT-0175,CHINA-WAREHOUSE,Truck,CST-00724,1.38
2024-07-01,MAT-0382,CHINA-WAREHOUSE,Truck,CST-00487,24.75
2024-07-01,MAT-0158,CHINA-WAREHOUSE,Truck,CST-00025,0.05
2024-07-01,MAT-0165,CHINA-WAREHOUSE,Truck,CST-00052,1.38
2024-07-01,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00178,25.5
2024-07-01,MAT-0013,CHINA-WAREHOUSE,Truck,CST-00348,25.5
2024-07-01,MAT-0017,CHINA-WAREHOUSE,Truck,CST-00025,0.03
2024-07-01,MAT-0056,CHINA-WAREHOUSE,Truck,CST-00267,99.0
2024-07-01,MAT-0137,CHINA-WAREHOUSE,Truck,CST-00723,1.38
2024-07-01,MAT-0142,CHINA-WAREHOUSE,Truck,CST-00135,10.5
2024-07-01,MAT-0007,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-07-01,MAT-0143,CHINA-WAREHOUSE,Truck,CST-00144,25.5
2024-07-01,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00025,0.03
2024-07-01,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00014,12.0
2024-07-01,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00142,25.5
2024-07-01,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00532,25.5
2024-07-01,MAT-0142,CHINA-WAREHOUSE,Truck,CST-00217,18.0
2024-07-01,MAT-0153,CHINA-WAREHOUSE,Truck,CST-00284,49.5
2024-07-02,MAT-0415,CHINA-WAREHOUSE,Truck,CST-00169,24.75
2024-07-02,MAT-0291,CHINA-WAREHOUSE,Truck,CST-00642,0.5
2024-07-02,MAT-0273,SINGAPORE-WAREHOUSE,Marine,CST-01121,1.375
2024-07-02,MAT-0270,CHINA-WAREHOUSE,Truck,CST-00202,25.5
2024-07-02,MAT-0265,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-07-02,MAT-0267,CHINA-WAREHOUSE,Truck,CST-00013,49.5
2024-07-02,MAT-0233,SINGAPORE-WAREHOUSE,Marine,CST-01035,4.5
2024-07-02,MAT-0231,CHINA-WAREHOUSE,Truck,CST-00658,11.01
2024-07-02,MAT-0229,CHINA-WAREHOUSE,Truck,CST-00727,0.08
2024-07-02,MAT-0309,SINGAPORE-WAREHOUSE,Marine,CST-01121,1.375
2024-07-02,MAT-0268,SINGAPORE-WAREHOUSE,Marine,CST-01035,21.0
2024-07-02,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00160,10.5
2024-07-02,MAT-0382,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-07-02,MAT-0319,CHINA-WAREHOUSE,Truck,CST-00012,24.759999999999998
2024-07-02,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-07-02,MAT-0335,SINGAPORE-WAREHOUSE,Marine,CST-01083,99.0
2024-07-02,MAT-0339,SINGAPORE-WAREHOUSE,Truck,CST-01358,23.9
2024-07-02,MAT-0346,SINGAPORE-WAREHOUSE,Marine,CST-01314,99.0
2024-07-02,MAT-0378,CHINA-WAREHOUSE,Truck,CST-00059,24.759999999999998
2024-07-02,MAT-0397,CHINA-WAREHOUSE,Truck,CST-00025,0.03
2024-07-02,MAT-0397,CHINA-WAREHOUSE,Truck,CST-00705,0.05
2024-07-02,MAT-0399,CHINA-WAREHOUSE,Truck,CST-00547,24.75
2024-07-02,MAT-0400,CHINA-WAREHOUSE,Truck,CST-00074,24.75
2024-07-02,MAT-0400,CHINA-WAREHOUSE,Truck,CST-00169,24.75
2024-07-02,MAT-0228,SINGAPORE-WAREHOUSE,Marine,CST-01105,74.25
2024-07-02,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00282,15.0
2024-07-02,MAT-0218,SINGAPORE-WAREHOUSE,Marine,CST-01122,24.75
2024-07-02,MAT-0295,SINGAPORE-WAREHOUSE,Marine,CST-01240,24.75
2024-07-02,MAT-0188,CHINA-WAREHOUSE,Truck,CST-00727,0.08
2024-07-02,MAT-0197,CHINA-WAREHOUSE,Truck,CST-00726,25.5
2024-07-02,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00447,37.5
2024-07-02,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00725,1.5
2024-07-02,MAT-0007,CHINA-WAREHOUSE,Truck,CST-00013,49.510000000000005
2024-07-02,MAT-0053,CHINA-WAREHOUSE,Truck,CST-00247,8.25
2024-07-02,MAT-0074,SINGAPORE-WAREHOUSE,Marine,CST-01357,0.3
2024-07-02,MAT-0097,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-07-02,MAT-0099,CHINA-WAREHOUSE,Truck,CST-00685,24.759999999999998
2024-07-02,MAT-0099,SINGAPORE-WAREHOUSE,Marine,CST-01121,22.0
2024-07-02,MAT-0111,CHINA-WAREHOUSE,Truck,CST-00092,24.75
2024-07-02,MAT-0111,CHINA-WAREHOUSE,Truck,CST-00672,24.75
2024-07-02,MAT-0112,CHINA-WAREHOUSE,Truck,CST-00072,99.00999999999999
2024-07-02,MAT-0112,CHINA-WAREHOUSE,Truck,CST-00358,0.1
2024-07-02,MAT-0092,CHINA-WAREHOUSE,Truck,CST-00706,24.75
2024-07-02,MAT-0142,CHINA-WAREHOUSE,Truck,CST-00322,1.5
2024-07-02,MAT-0142,CHINA-WAREHOUSE,Truck,CST-00264,18.0
2024-07-02,MAT-0175,SINGAPORE-WAREHOUSE,Marine,CST-01190,11.0
2024-07-02,MAT-0174,SINGAPORE-WAREHOUSE,Marine,CST-01056,24.75
2024-07-02,MAT-0171,SINGAPORE-WAREHOUSE,Truck,CST-01019,24.75
2024-07-02,MAT-0165,SINGAPORE-WAREHOUSE,Marine,CST-01121,1.375
2024-07-02,MAT-0165,CHINA-WAREHOUSE,Truck,CST-00658,5.5
2024-07-02,MAT-0171,SINGAPORE-WAREHOUSE,Marine,CST-01121,1.375
2024-07-02,MAT-0158,CHINA-WAREHOUSE,Truck,CST-00025,0.03
2024-07-02,MAT-0156,SINGAPORE-WAREHOUSE,Marine,CST-01121,22.0
2024-07-02,MAT-0150,CHINA-WAREHOUSE,Truck,CST-00025,0.03
2024-07-02,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00422,51.0
2024-07-02,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00447,49.5
2024-07-03,MAT-0318,CHINA-WAREHOUSE,Truck,CST-00017,74.25
2024-07-03,MAT-0322,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-07-03,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-07-03,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00274,24.75
2024-07-03,MAT-0324,CHINA-WAREHOUSE,Truck,CST-00031,15.0
2024-07-03,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00082,7.5
2024-07-03,MAT-0266,CHINA-WAREHOUSE,Truck,CST-00025,0.35
2024-07-03,MAT-0296,SINGAPORE-WAREHOUSE,Truck,CST-01360,1.38
2024-07-03,MAT-0295,CHINA-WAREHOUSE,Truck,CST-00025,1.38
2024-07-03,MAT-0273,SINGAPORE-WAREHOUSE,Marine,CST-01042,0.25
2024-07-03,MAT-0270,CHINA-WAREHOUSE,Truck,CST-00135,25.5
2024-07-03,MAT-0267,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-07-03,MAT-0335,SINGAPORE-WAREHOUSE,Marine,CST-01202,49.5
2024-07-03,MAT-0313,CHINA-WAREHOUSE,Truck,CST-00025,0.05
2024-07-03,MAT-0335,SINGAPORE-WAREHOUSE,Marine,CST-01294,74.25
2024-07-03,MAT-0400,CHINA-WAREHOUSE,Truck,CST-00086,24.76
2024-07-03,MAT-0353,CHINA-WAREHOUSE,Truck,CST-00729,49.5
2024-07-03,MAT-0356,CHINA-WAREHOUSE,Truck,CST-00172,1.38
2024-07-03,MAT-0378,CHINA-WAREHOUSE,Truck,CST-00569,24.75
2024-07-03,MAT-0379,CHINA-WAREHOUSE,Truck,CST-00025,1.38
2024-07-03,MAT-0379,CHINA-WAREHOUSE,Truck,CST-00080,0.03
2024-07-03,MAT-0380,CHINA-WAREHOUSE,Truck,CST-00025,5.9
2024-07-03,MAT-0382,CHINA-WAREHOUSE,Truck,CST-00169,49.51
2024-07-03,MAT-0382,CHINA-WAREHOUSE,Truck,CST-00487,24.75
2024-07-03,MAT-0386,CHINA-WAREHOUSE,Truck,CST-00008,24.75
2024-07-03,MAT-0390,CHINA-WAREHOUSE,Truck,CST-00728,24.75
2024-07-03,MAT-0391,CHINA-WAREHOUSE,Truck,CST-00025,0.7
2024-07-03,MAT-0399,CHINA-WAREHOUSE,Truck,CST-00025,9.15
2024-07-03,MAT-0264,CHINA-WAREHOUSE,Truck,CST-00080,0.03
2024-07-03,MAT-0400,CHINA-WAREHOUSE,Truck,CST-00635,24.759999999999998
2024-07-03,MAT-0340,CHINA-WAREHOUSE,Truck,CST-00222,24.75
2024-07-03,MAT-0264,CHINA-WAREHOUSE,Truck,CST-00002,49.5
2024-07-03,MAT-0266,CHINA-WAREHOUSE,Truck,CST-00080,0.03
2024-07-03,MAT-0237,CHINA-WAREHOUSE,Truck,CST-00080,0.03
2024-07-03,MAT-0247,SINGAPORE-WAREHOUSE,Truck,CST-01360,0.5
2024-07-03,MAT-0013,CHINA-WAREHOUSE,Truck,CST-00034,12.0
2024-07-03,MAT-0013,CHINA-WAREHOUSE,Truck,CST-00567,23.0
2024-07-03,MAT-0052,CHINA-WAREHOUSE,Truck,CST-00272,0.6
2024-07-03,MAT-0056,CHINA-WAREHOUSE,Truck,CST-00025,0.9500000000000001
2024-07-03,MAT-0056,CHINA-WAREHOUSE,Truck,CST-00080,0.03
2024-07-03,MAT-0062,SINGAPORE-WAREHOUSE,Truck,CST-01117,49.5
2024-07-03,MAT-0092,CHINA-WAREHOUSE,Truck,CST-00086,24.75
2024-07-03,MAT-0092,CHINA-WAREHOUSE,Truck,CST-00658,24.75
2024-07-03,MAT-0099,CHINA-WAREHOUSE,Truck,CST-00025,0.63
2024-07-03,MAT-0106,SINGAPORE-WAREHOUSE,Truck,CST-01360,1.38
2024-07-03,MAT-0116,CHINA-WAREHOUSE,Truck,CST-00730,1.38
2024-07-03,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00025,0.03
2024-07-03,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00400,51.0
2024-07-03,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00049,25.5
2024-07-03,MAT-0097,CHINA-WAREHOUSE,Truck,CST-00363,49.510000000000005
2024-07-03,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00532,51.0
2024-07-03,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00412,25.5
2024-07-03,MAT-0210,SINGAPORE-WAREHOUSE,Marine,CST-01008,11.0
2024-07-03,MAT-0207,CHINA-WAREHOUSE,Truck,CST-00086,5.5
2024-07-03,MAT-0206,CHINA-WAREHOUSE,Truck,CST-00034,10.0
2024-07-03,MAT-0196,CHINA-WAREHOUSE,Truck,CST-00208,45.01
2024-07-03,MAT-0180,CHINA-WAREHOUSE,Truck,CST-00025,0.1
2024-07-03,MAT-0151,SINGAPORE-WAREHOUSE,Truck,CST-01014,24.75
2024-07-03,MAT-0218,SINGAPORE-WAREHOUSE,Truck,CST-01360,20.630000000000003
2024-07-03,MAT-0151,SINGAPORE-WAREHOUSE,Marine,CST-01025,49.5
2024-07-03,MAT-0151,SINGAPORE-WAREHOUSE,Marine,CST-00661,24.75
2024-07-03,MAT-0151,CHINA-WAREHOUSE,Truck,CST-00493,24.75
2024-07-03,MAT-0150,CHINA-WAREHOUSE,Truck,CST-00025,0.03
2024-07-03,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00601,21.0
2024-07-03,MAT-0151,SINGAPORE-WAREHOUSE,Marine,CST-01359,23.375
2024-07-04,MAT-0294,CHINA-WAREHOUSE,Truck,CST-00732,1.2
2024-07-04,MAT-0282,CHINA-WAREHOUSE,Truck,CST-00732,0.04
2024-07-04,MAT-0279,CHINA-WAREHOUSE,Truck,CST-00732,8.58
2024-07-04,MAT-0267,CHINA-WAREHOUSE,Truck,CST-00735,0.03
2024-07-04,MAT-0267,CHINA-WAREHOUSE,Truck,CST-00050,33.0
2024-07-04,MAT-0265,CHINA-WAREHOUSE,Truck,CST-00017,24.75
2024-07-04,MAT-0264,CHINA-WAREHOUSE,Truck,CST-00121,24.75
2024-07-04,MAT-0196,CHINA-WAREHOUSE,Truck,CST-00208,22.5
2024-07-04,MAT-0206,CHINA-WAREHOUSE,Truck,CST-00304,1.5
2024-07-04,MAT-0199,CHINA-WAREHOUSE,Truck,CST-00732,20.84
2024-07-04,MAT-0187,CHINA-WAREHOUSE,Truck,CST-00732,0.15
