Day,MATERIAL_NAME,PLANT_NAME,total_quantity,AdjustedInv
2024-03-19,MAT-0112,SINGAPORE-WAREHOUSE,0.5,850.53
2024-03-20,MAT-0112,SINGAPORE-WAREHOUSE,24.75,875.28
2024-03-27,MAT-0112,SINGAPORE-WAREHOUSE,49.5,924.78
2024-03-27,MAT-0112,SINGAPORE-WAREHOUSE,11.0,935.78
2024-03-28,MAT-0112,SINGAPORE-WAREHOUSE,20.625,956.405
2024-03-28,MAT-0112,SINGAPORE-WAREHOUSE,24.75,981.155
2024-03-28,MAT-0112,SINGAPORE-WAREHOUSE,23.38,1004.535
2024-03-29,MAT-0112,SINGAPORE-WAREHOUSE,24.75,1029.2849999999999
2024-04-04,MAT-0112,SINGAPORE-WAREHOUSE,24.75,1054.0349999999999
2024-04-07,MAT-0112,SINGAPORE-WAREHOUSE,22.0,1076.0349999999999
2024-04-08,MAT-0112,SINGAPORE-WAREHOUSE,49.5,1125.5349999999999
2024-04-08,MAT-0112,SINGAPORE-WAREHOUSE,49.5,1175.0349999999999
2024-04-08,MAT-0112,SINGAPORE-WAREHOUSE,24.75,1199.7849999999999
2024-04-09,MAT-0112,SINGAPORE-WAREHOUSE,24.75,1224.5349999999999
2024-04-12,MAT-0112,SINGAPORE-WAREHOUSE,13.75,1238.2849999999999
2024-04-15,MAT-0112,SINGAPORE-WAREHOUSE,49.5,1287.7849999999999
2024-04-16,MAT-0112,SINGAPORE-WAREHOUSE,24.75,1312.5349999999999
2024-04-16,MAT-0112,SINGAPORE-WAREHOUSE,49.510000000000005,1362.045
2024-04-17,MAT-0112,SINGAPORE-WAREHOUSE,24.759999999999998,1386.8049999999998
2024-04-17,MAT-0112,SINGAPORE-WAREHOUSE,24.75,1411.5549999999998
2024-04-21,MAT-0112,SINGAPORE-WAREHOUSE,24.75,1436.3049999999998
2024-04-26,MAT-0112,SINGAPORE-WAREHOUSE,8.25,1444.5549999999998
2024-04-29,MAT-0112,SINGAPORE-WAREHOUSE,24.75,1469.3049999999998
2024-04-29,MAT-0112,SINGAPORE-WAREHOUSE,49.5,1518.8049999999998
2024-04-29,MAT-0112,SINGAPORE-WAREHOUSE,24.75,1543.5549999999998
2024-05-05,MAT-0112,SINGAPORE-WAREHOUSE,5.5,1549.0549999999998
2024-05-07,MAT-0112,SINGAPORE-WAREHOUSE,24.75,1573.8049999999998
2024-05-09,MAT-0112,SINGAPORE-WAREHOUSE,99.0,1672.8049999999998
2024-05-10,MAT-0112,SINGAPORE-WAREHOUSE,49.5,1722.3049999999998
2024-05-13,MAT-0112,SINGAPORE-WAREHOUSE,24.75,1747.0549999999998
2024-05-14,MAT-0112,SINGAPORE-WAREHOUSE,24.75,1771.8049999999998
2024-05-16,MAT-0112,SINGAPORE-WAREHOUSE,6.875,1778.6799999999998
2024-05-17,MAT-0112,SINGAPORE-WAREHOUSE,24.75,1803.4299999999998
2024-05-17,MAT-0112,SINGAPORE-WAREHOUSE,99.0,1902.4299999999998
2024-05-18,MAT-0112,SINGAPORE-WAREHOUSE,24.75,1927.1799999999998
2024-05-19,MAT-0112,SINGAPORE-WAREHOUSE,49.5,1976.6799999999998
2024-05-21,MAT-0112,SINGAPORE-WAREHOUSE,12.375,1989.0549999999998
2024-05-21,MAT-0112,SINGAPORE-WAREHOUSE,24.75,2013.8049999999998
2024-05-22,MAT-0112,SINGAPORE-WAREHOUSE,49.5,2063.305
2024-05-23,MAT-0112,SINGAPORE-WAREHOUSE,22.0,2085.305
2024-06-01,MAT-0112,SINGAPORE-WAREHOUSE,222.75,2308.055
2024-06-02,MAT-0112,SINGAPORE-WAREHOUSE,24.75,2332.805
2024-06-02,MAT-0112,SINGAPORE-WAREHOUSE,49.5,2382.305
2024-06-02,MAT-0112,SINGAPORE-WAREHOUSE,24.75,2407.055
2024-06-03,MAT-0112,SINGAPORE-WAREHOUSE,24.75,2431.805
2024-06-05,MAT-0112,SINGAPORE-WAREHOUSE,74.25,2506.055
2024-06-07,MAT-0112,SINGAPORE-WAREHOUSE,49.5,2555.555
2024-06-08,MAT-0112,SINGAPORE-WAREHOUSE,20.625,2576.18
2024-06-08,MAT-0112,SINGAPORE-WAREHOUSE,24.75,2600.93
2024-06-10,MAT-0112,SINGAPORE-WAREHOUSE,24.76,2625.69
2024-06-11,MAT-0112,SINGAPORE-WAREHOUSE,24.759999999999998,2650.4500000000003
2024-06-15,MAT-0112,SINGAPORE-WAREHOUSE,49.5,2699.9500000000003
2024-06-15,MAT-0112,SINGAPORE-WAREHOUSE,49.5,2749.4500000000003
2024-06-15,MAT-0112,SINGAPORE-WAREHOUSE,24.75,2774.2000000000003
2024-06-15,MAT-0112,SINGAPORE-WAREHOUSE,49.5,2823.7000000000003
2024-06-16,MAT-0112,SINGAPORE-WAREHOUSE,24.75,2848.4500000000003
2024-06-19,MAT-0112,SINGAPORE-WAREHOUSE,49.5,2897.9500000000003
2024-06-20,MAT-0112,SINGAPORE-WAREHOUSE,24.75,2922.7000000000003
2024-06-21,MAT-0112,SINGAPORE-WAREHOUSE,74.25,2996.9500000000003
2024-06-22,MAT-0112,SINGAPORE-WAREHOUSE,24.75,3021.7000000000003
2024-06-25,MAT-0112,SINGAPORE-WAREHOUSE,24.75,3046.4500000000003
2024-06-27,MAT-0112,SINGAPORE-WAREHOUSE,49.5,3095.9500000000003
2024-06-29,MAT-0112,SINGAPORE-WAREHOUSE,49.5,3145.4500000000003
2024-07-06,MAT-0112,SINGAPORE-WAREHOUSE,99.0,3244.4500000000003
2024-07-09,MAT-0112,SINGAPORE-WAREHOUSE,99.01,3343.4600000000005
2024-07-12,MAT-0112,SINGAPORE-WAREHOUSE,1.375,3344.8350000000005
2024-07-14,MAT-0112,SINGAPORE-WAREHOUSE,0.5,3345.3350000000005
2024-07-15,MAT-0112,SINGAPORE-WAREHOUSE,49.51,3394.8450000000007
2024-07-17,MAT-0112,SINGAPORE-WAREHOUSE,49.5,3444.3450000000007
2024-07-17,MAT-0112,SINGAPORE-WAREHOUSE,24.75,3469.0950000000007
2024-07-19,MAT-0112,SINGAPORE-WAREHOUSE,49.5,3518.5950000000007
2024-07-21,MAT-0112,SINGAPORE-WAREHOUSE,49.5,3568.0950000000007
2024-07-21,MAT-0112,SINGAPORE-WAREHOUSE,24.75,3592.8450000000007
2024-07-21,MAT-0112,SINGAPORE-WAREHOUSE,49.5,3642.3450000000007
2024-07-28,MAT-0112,SINGAPORE-WAREHOUSE,2.7,3645.0450000000005
2024-07-31,MAT-0112,SINGAPORE-WAREHOUSE,24.75,3669.7950000000005
2024-08-02,MAT-0112,SINGAPORE-WAREHOUSE,49.5,3719.2950000000005
2024-08-03,MAT-0112,SINGAPORE-WAREHOUSE,24.75,3744.0450000000005
2024-08-03,MAT-0112,SINGAPORE-WAREHOUSE,173.25,3917.2950000000005
2024-08-04,MAT-0112,SINGAPORE-WAREHOUSE,49.5,3966.7950000000005
2024-08-05,MAT-0112,SINGAPORE-WAREHOUSE,99.0,4065.7950000000005
2024-08-05,MAT-0112,SINGAPORE-WAREHOUSE,24.75,4090.5450000000005
2024-08-11,MAT-0112,SINGAPORE-WAREHOUSE,24.75,4115.295000000001
2024-08-11,MAT-0112,SINGAPORE-WAREHOUSE,49.5,4164.795000000001
2024-08-13,MAT-0112,SINGAPORE-WAREHOUSE,24.75,4189.545000000001
2024-08-13,MAT-0112,SINGAPORE-WAREHOUSE,49.5,4239.045000000001
2024-08-15,MAT-0112,SINGAPORE-WAREHOUSE,16.5,4255.545000000001
2024-08-24,MAT-0112,SINGAPORE-WAREHOUSE,24.75,4280.295000000001
2024-08-26,MAT-0112,SINGAPORE-WAREHOUSE,49.5,4329.795000000001
2024-09-01,MAT-0112,SINGAPORE-WAREHOUSE,24.75,4354.545000000001
2024-09-02,MAT-0112,SINGAPORE-WAREHOUSE,24.75,4379.295000000001
2024-09-03,MAT-0112,SINGAPORE-WAREHOUSE,9.625,4388.920000000001
2024-09-06,MAT-0112,SINGAPORE-WAREHOUSE,3.575,4392.495000000001
2024-09-07,MAT-0112,SINGAPORE-WAREHOUSE,49.5,4441.995000000001
2024-09-10,MAT-0112,SINGAPORE-WAREHOUSE,15.13,4457.125000000001
2024-09-11,MAT-0112,SINGAPORE-WAREHOUSE,11.0,4468.125000000001
2024-09-13,MAT-0112,SINGAPORE-WAREHOUSE,24.75,4492.875000000001
2024-09-15,MAT-0112,SINGAPORE-WAREHOUSE,24.75,4517.625000000001
2024-09-17,MAT-0112,SINGAPORE-WAREHOUSE,27.5,4545.125000000001
2024-09-18,MAT-0112,SINGAPORE-WAREHOUSE,24.75,4569.875000000001
2024-09-19,MAT-0112,SINGAPORE-WAREHOUSE,2.75,4572.625000000001
2024-09-19,MAT-0112,SINGAPORE-WAREHOUSE,49.5,4622.125000000001
2024-09-21,MAT-0112,SINGAPORE-WAREHOUSE,24.75,4646.875000000001
2024-09-23,MAT-0112,SINGAPORE-WAREHOUSE,24.75,4671.625000000001
2024-09-29,MAT-0112,SINGAPORE-WAREHOUSE,3.95,4675.575000000001
2024-10-03,MAT-0112,SINGAPORE-WAREHOUSE,1.375,4676.950000000001
2024-10-06,MAT-0112,SINGAPORE-WAREHOUSE,148.5,4825.450000000001
2024-10-06,MAT-0112,SINGAPORE-WAREHOUSE,11.0,4836.450000000001
2024-10-13,MAT-0112,SINGAPORE-WAREHOUSE,49.5,4885.950000000001
2024-10-16,MAT-0112,SINGAPORE-WAREHOUSE,24.75,4910.700000000001
2024-10-26,MAT-0112,SINGAPORE-WAREHOUSE,24.75,4935.450000000001
2024-10-28,MAT-0112,SINGAPORE-WAREHOUSE,11.0,4946.450000000001
2024-10-30,MAT-0112,SINGAPORE-WAREHOUSE,19.25,4965.700000000001
2024-02-12,MAT-0113,SINGAPORE-WAREHOUSE,148.5,301.85
2024-05-21,MAT-0113,SINGAPORE-WAREHOUSE,12.375,314.225
2024-06-23,MAT-0113,SINGAPORE-WAREHOUSE,24.75,338.975
2024-12-26,MAT-0113,SINGAPORE-WAREHOUSE,17.88,356.855
2024-12-26,MAT-0113,SINGAPORE-WAREHOUSE,24.75,381.605
2024-01-03,MAT-0114,SINGAPORE-WAREHOUSE,25.5,134.45
2024-01-16,MAT-0114,SINGAPORE-WAREHOUSE,153.0,287.45
2024-02-17,MAT-0114,SINGAPORE-WAREHOUSE,15.0,302.45
2024-02-27,MAT-0114,SINGAPORE-WAREHOUSE,0.25,302.7
2024-03-03,MAT-0114,SINGAPORE-WAREHOUSE,76.5,379.2
2024-11-15,MAT-0114,SINGAPORE-WAREHOUSE,0.15,379.34999999999997
2024-12-15,MAT-0114,SINGAPORE-WAREHOUSE,1.425,380.775
2024-07-15,MAT-0115,SINGAPORE-WAREHOUSE,1.375,15.725
2024-02-20,MAT-0116,SINGAPORE-WAREHOUSE,0.3,13.275
2024-03-31,MAT-0116,SINGAPORE-WAREHOUSE,8.25,21.525
2024-04-02,MAT-0116,SINGAPORE-WAREHOUSE,5.5,27.025
2024-04-22,MAT-0116,SINGAPORE-WAREHOUSE,24.76,51.785000000000004
2024-05-28,MAT-0116,SINGAPORE-WAREHOUSE,8.25,60.035000000000004
2024-06-02,MAT-0116,SINGAPORE-WAREHOUSE,11.0,71.035
2024-06-16,MAT-0116,SINGAPORE-WAREHOUSE,0.4,71.435
2024-07-18,MAT-0116,SINGAPORE-WAREHOUSE,1.375,72.81
2024-07-20,MAT-0116,SINGAPORE-WAREHOUSE,2.75,75.56
2024-07-22,MAT-0116,SINGAPORE-WAREHOUSE,4.125,79.685
2024-07-27,MAT-0116,SINGAPORE-WAREHOUSE,8.25,87.935
2024-07-31,MAT-0116,SINGAPORE-WAREHOUSE,24.75,112.685
2024-08-04,MAT-0116,SINGAPORE-WAREHOUSE,5.5,118.185
2024-08-05,MAT-0116,SINGAPORE-WAREHOUSE,1.375,119.56
2024-08-14,MAT-0116,SINGAPORE-WAREHOUSE,5.5,125.06
2024-08-21,MAT-0116,SINGAPORE-WAREHOUSE,8.25,133.31
2024-08-22,MAT-0116,SINGAPORE-WAREHOUSE,5.5,138.81
2024-08-23,MAT-0116,SINGAPORE-WAREHOUSE,0.81,139.62
2024-09-17,MAT-0116,SINGAPORE-WAREHOUSE,1.375,140.995
2024-09-18,MAT-0116,SINGAPORE-WAREHOUSE,0.2,141.195
2024-09-26,MAT-0116,SINGAPORE-WAREHOUSE,24.75,165.945
2024-09-26,MAT-0116,SINGAPORE-WAREHOUSE,49.5,215.445
2024-09-28,MAT-0116,SINGAPORE-WAREHOUSE,0.25,215.695
2024-09-29,MAT-0116,SINGAPORE-WAREHOUSE,1.375,217.07
2024-10-03,MAT-0116,SINGAPORE-WAREHOUSE,16.5,233.57
2024-10-11,MAT-0116,SINGAPORE-WAREHOUSE,24.75,258.32
2024-10-24,MAT-0116,SINGAPORE-WAREHOUSE,12.375,270.69500000000005
2024-10-27,MAT-0116,SINGAPORE-WAREHOUSE,24.75,295.44500000000005
2024-11-09,MAT-0116,SINGAPORE-WAREHOUSE,1.375,296.82000000000005
2024-11-29,MAT-0116,SINGAPORE-WAREHOUSE,49.5,346.32000000000005
2024-11-22,MAT-0118,SINGAPORE-WAREHOUSE,15.125,27.275
2024-10-25,MAT-0133,SINGAPORE-WAREHOUSE,24.75,
2024-02-06,MAT-0137,SINGAPORE-WAREHOUSE,24.75,413.875
2024-02-24,MAT-0137,SINGAPORE-WAREHOUSE,99.0,512.875
2024-02-25,MAT-0137,SINGAPORE-WAREHOUSE,99.0,611.875
2024-03-02,MAT-0137,SINGAPORE-WAREHOUSE,6.875,618.75
2024-03-03,MAT-0137,SINGAPORE-WAREHOUSE,24.75,643.5
2024-03-04,MAT-0137,SINGAPORE-WAREHOUSE,24.75,668.25
2024-03-19,MAT-0137,SINGAPORE-WAREHOUSE,49.5,717.75
2024-03-20,MAT-0137,SINGAPORE-WAREHOUSE,24.75,742.5
2024-03-21,MAT-0137,SINGAPORE-WAREHOUSE,12.375,754.875
2024-03-22,MAT-0137,SINGAPORE-WAREHOUSE,24.75,779.625
2024-03-23,MAT-0137,SINGAPORE-WAREHOUSE,24.75,804.375
2024-03-24,MAT-0137,SINGAPORE-WAREHOUSE,8.25,812.625
2024-03-26,MAT-0137,SINGAPORE-WAREHOUSE,24.75,837.375
2024-03-27,MAT-0137,SINGAPORE-WAREHOUSE,24.75,862.125
2024-03-28,MAT-0137,SINGAPORE-WAREHOUSE,198.0,1060.125
2024-03-29,MAT-0137,SINGAPORE-WAREHOUSE,24.75,1084.875
2024-03-29,MAT-0137,SINGAPORE-WAREHOUSE,24.75,1109.625
2024-03-30,MAT-0137,SINGAPORE-WAREHOUSE,49.5,1159.125
2024-04-01,MAT-0137,SINGAPORE-WAREHOUSE,24.75,1183.875
2024-04-16,MAT-0137,SINGAPORE-WAREHOUSE,49.5,1233.375
2024-04-22,MAT-0137,SINGAPORE-WAREHOUSE,49.5,1282.875
2024-05-02,MAT-0137,SINGAPORE-WAREHOUSE,49.5,1332.375
2024-05-06,MAT-0137,SINGAPORE-WAREHOUSE,24.75,1357.125
2024-05-09,MAT-0137,SINGAPORE-WAREHOUSE,49.5,1406.625
2024-05-10,MAT-0137,SINGAPORE-WAREHOUSE,49.5,1456.125
2024-05-16,MAT-0137,SINGAPORE-WAREHOUSE,24.75,1480.875
2024-05-18,MAT-0137,SINGAPORE-WAREHOUSE,24.75,1505.625
2024-05-19,MAT-0137,SINGAPORE-WAREHOUSE,24.75,1530.375
2024-05-20,MAT-0137,SINGAPORE-WAREHOUSE,74.25,1604.625
2024-05-21,MAT-0137,SINGAPORE-WAREHOUSE,123.75,1728.375
2024-05-21,MAT-0137,SINGAPORE-WAREHOUSE,24.75,1753.125
2024-05-22,MAT-0137,SINGAPORE-WAREHOUSE,49.5,1802.625
2024-05-22,MAT-0137,SINGAPORE-WAREHOUSE,24.75,1827.375
2024-05-25,MAT-0137,SINGAPORE-WAREHOUSE,24.75,1852.125
2024-05-26,MAT-0137,SINGAPORE-WAREHOUSE,49.5,1901.625
2024-05-26,MAT-0137,SINGAPORE-WAREHOUSE,13.75,1915.375
2024-05-26,MAT-0137,SINGAPORE-WAREHOUSE,24.75,1940.125
2024-05-27,MAT-0137,SINGAPORE-WAREHOUSE,49.5,1989.625
2024-05-27,MAT-0137,SINGAPORE-WAREHOUSE,8.25,1997.875
2024-05-27,MAT-0137,SINGAPORE-WAREHOUSE,24.75,2022.625
2024-05-29,MAT-0137,SINGAPORE-WAREHOUSE,24.75,2047.375
2024-05-30,MAT-0137,SINGAPORE-WAREHOUSE,24.75,2072.125
2024-05-31,MAT-0137,SINGAPORE-WAREHOUSE,13.75,2085.875
2024-06-01,MAT-0137,SINGAPORE-WAREHOUSE,49.5,2135.375
2024-06-01,MAT-0137,SINGAPORE-WAREHOUSE,24.75,2160.125
2024-06-07,MAT-0137,SINGAPORE-WAREHOUSE,24.75,2184.875
2024-06-09,MAT-0137,SINGAPORE-WAREHOUSE,24.75,2209.625
2024-06-09,MAT-0137,SINGAPORE-WAREHOUSE,24.75,2234.375
2024-06-09,MAT-0137,SINGAPORE-WAREHOUSE,24.75,2259.125
2024-06-22,MAT-0137,SINGAPORE-WAREHOUSE,99.0,2358.125
2024-07-13,MAT-0137,SINGAPORE-WAREHOUSE,24.200000000000003,2382.325
2024-02-05,MAT-0146,SINGAPORE-WAREHOUSE,9.625,608.2
2024-04-19,MAT-0146,SINGAPORE-WAREHOUSE,2.75,610.95
2024-04-29,MAT-0146,SINGAPORE-WAREHOUSE,6.875,617.825
2024-05-09,MAT-0146,SINGAPORE-WAREHOUSE,22.0,639.825
2024-05-09,MAT-0146,SINGAPORE-WAREHOUSE,4.125,643.95
2024-12-08,MAT-0150,SINGAPORE-WAREHOUSE,25.5,67.85
2024-12-09,MAT-0150,SINGAPORE-WAREHOUSE,76.5,144.35
2024-12-21,MAT-0150,SINGAPORE-WAREHOUSE,25.5,169.85
2024-12-24,MAT-0150,SINGAPORE-WAREHOUSE,102.0,271.85
2024-12-25,MAT-0150,SINGAPORE-WAREHOUSE,127.5,399.35
2024-01-02,MAT-0151,SINGAPORE-WAREHOUSE,49.5,207.025
2024-01-04,MAT-0151,SINGAPORE-WAREHOUSE,24.75,231.775
2024-01-07,MAT-0151,SINGAPORE-WAREHOUSE,24.75,256.525
2024-01-14,MAT-0151,SINGAPORE-WAREHOUSE,24.75,281.275
2024-01-22,MAT-0151,SINGAPORE-WAREHOUSE,247.05,528.325
2024-01-23,MAT-0151,SINGAPORE-WAREHOUSE,24.75,553.075
2024-01-23,MAT-0151,SINGAPORE-WAREHOUSE,24.75,577.825
2024-01-25,MAT-0151,SINGAPORE-WAREHOUSE,24.75,602.575
2024-01-29,MAT-0151,SINGAPORE-WAREHOUSE,24.75,627.325
2024-01-31,MAT-0151,SINGAPORE-WAREHOUSE,24.75,652.075
2024-02-01,MAT-0151,SINGAPORE-WAREHOUSE,24.75,676.8249999999999
2024-02-05,MAT-0151,SINGAPORE-WAREHOUSE,24.75,701.5749999999999
2024-02-06,MAT-0151,SINGAPORE-WAREHOUSE,24.75,726.3249999999999
2024-02-14,MAT-0151,SINGAPORE-WAREHOUSE,24.75,751.0749999999999
2024-02-19,MAT-0151,SINGAPORE-WAREHOUSE,24.75,775.8249999999999
2024-02-29,MAT-0151,SINGAPORE-WAREHOUSE,24.75,800.5749999999999
2024-03-22,MAT-0151,SINGAPORE-WAREHOUSE,11.0,811.5749999999999
2024-03-27,MAT-0151,SINGAPORE-WAREHOUSE,4.13,815.7049999999999
2024-03-30,MAT-0151,SINGAPORE-WAREHOUSE,24.75,840.4549999999999
2024-04-11,MAT-0151,SINGAPORE-WAREHOUSE,49.5,889.9549999999999
2024-04-11,MAT-0151,SINGAPORE-WAREHOUSE,24.75,914.7049999999999
2024-04-13,MAT-0151,SINGAPORE-WAREHOUSE,99.0,1013.7049999999999
2024-04-16,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1038.455
2024-04-18,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1063.205
2024-04-19,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1087.955
2024-04-21,MAT-0151,SINGAPORE-WAREHOUSE,49.5,1137.455
2024-04-22,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1162.205
2024-04-23,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1186.955
2024-04-28,MAT-0151,SINGAPORE-WAREHOUSE,9.625,1196.58
2024-04-29,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1221.33
2024-04-29,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1246.08
2024-04-29,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1270.83
2024-05-01,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1295.58
2024-05-09,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1320.33
2024-05-15,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1345.08
2024-05-15,MAT-0151,SINGAPORE-WAREHOUSE,12.375,1357.455
2024-05-16,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1382.205
2024-05-20,MAT-0151,SINGAPORE-WAREHOUSE,23.38,1405.585
2024-05-22,MAT-0151,SINGAPORE-WAREHOUSE,49.5,1455.085
2024-05-22,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1479.835
2024-05-27,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1504.585
2024-05-28,MAT-0151,SINGAPORE-WAREHOUSE,49.5,1554.085
2024-05-28,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1578.835
2024-05-28,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1603.585
2024-05-29,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1628.335
2024-05-29,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1653.085
2024-06-01,MAT-0151,SINGAPORE-WAREHOUSE,99.0,1752.085
2024-06-02,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1776.835
2024-06-03,MAT-0151,SINGAPORE-WAREHOUSE,49.5,1826.335
2024-06-05,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1851.085
2024-06-06,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1875.835
2024-06-06,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1900.585
2024-06-08,MAT-0151,SINGAPORE-WAREHOUSE,11.0,1911.585
2024-06-10,MAT-0151,SINGAPORE-WAREHOUSE,24.75,1936.335
2024-06-11,MAT-0151,SINGAPORE-WAREHOUSE,12.38,1948.7150000000001
2024-06-11,MAT-0151,SINGAPORE-WAREHOUSE,49.5,1998.2150000000001
2024-06-11,MAT-0151,SINGAPORE-WAREHOUSE,24.75,2022.9650000000001
2024-06-13,MAT-0151,SINGAPORE-WAREHOUSE,24.75,2047.7150000000001
2024-06-15,MAT-0151,SINGAPORE-WAREHOUSE,24.75,2072.465
2024-06-15,MAT-0151,SINGAPORE-WAREHOUSE,99.0,2171.465
2024-06-15,MAT-0151,SINGAPORE-WAREHOUSE,198.0,2369.465
2024-06-15,MAT-0151,SINGAPORE-WAREHOUSE,24.75,2394.215
2024-06-18,MAT-0151,SINGAPORE-WAREHOUSE,24.759999999999998,2418.9750000000004
2024-06-19,MAT-0151,SINGAPORE-WAREHOUSE,74.25,2493.2250000000004
2024-06-20,MAT-0151,SINGAPORE-WAREHOUSE,24.75,2517.9750000000004
2024-06-24,MAT-0151,SINGAPORE-WAREHOUSE,148.5,2666.4750000000004
2024-06-24,MAT-0151,SINGAPORE-WAREHOUSE,24.75,2691.2250000000004
2024-06-25,MAT-0151,SINGAPORE-WAREHOUSE,24.75,2715.9750000000004
2024-06-29,MAT-0151,SINGAPORE-WAREHOUSE,99.0,2814.9750000000004
2024-06-29,MAT-0151,SINGAPORE-WAREHOUSE,49.5,2864.4750000000004
2024-06-30,MAT-0151,SINGAPORE-WAREHOUSE,99.0,2963.4750000000004
2024-06-30,MAT-0151,SINGAPORE-WAREHOUSE,13.75,2977.2250000000004
2024-07-03,MAT-0151,SINGAPORE-WAREHOUSE,24.75,3001.9750000000004
2024-07-03,MAT-0151,SINGAPORE-WAREHOUSE,49.5,3051.4750000000004
2024-07-03,MAT-0151,SINGAPORE-WAREHOUSE,24.75,3076.2250000000004
2024-07-03,MAT-0151,SINGAPORE-WAREHOUSE,23.375,3099.6000000000004
2024-07-06,MAT-0151,SINGAPORE-WAREHOUSE,99.0,3198.6000000000004
2024-07-06,MAT-0151,SINGAPORE-WAREHOUSE,24.75,3223.3500000000004
2024-07-07,MAT-0151,SINGAPORE-WAREHOUSE,24.75,3248.1000000000004
2024-07-08,MAT-0151,SINGAPORE-WAREHOUSE,24.75,3272.8500000000004
2024-07-08,MAT-0151,SINGAPORE-WAREHOUSE,11.0,3283.8500000000004
2024-07-08,MAT-0151,SINGAPORE-WAREHOUSE,24.75,3308.6000000000004
2024-07-10,MAT-0151,SINGAPORE-WAREHOUSE,49.5,3358.1000000000004
2024-07-11,MAT-0151,SINGAPORE-WAREHOUSE,24.75,3382.8500000000004
2024-07-12,MAT-0151,SINGAPORE-WAREHOUSE,24.75,3407.6000000000004
2024-07-12,MAT-0151,SINGAPORE-WAREHOUSE,99.0,3506.6000000000004
2024-07-12,MAT-0151,SINGAPORE-WAREHOUSE,17.875,3524.4750000000004
2024-07-12,MAT-0151,SINGAPORE-WAREHOUSE,49.5,3573.9750000000004
2024-07-13,MAT-0151,SINGAPORE-WAREHOUSE,24.75,3598.7250000000004
2024-07-15,MAT-0151,SINGAPORE-WAREHOUSE,24.75,3623.4750000000004
2024-07-15,MAT-0151,SINGAPORE-WAREHOUSE,99.0,3722.4750000000004
2024-07-15,MAT-0151,SINGAPORE-WAREHOUSE,49.5,3771.9750000000004
2024-07-15,MAT-0151,SINGAPORE-WAREHOUSE,24.75,3796.7250000000004
2024-07-15,MAT-0151,SINGAPORE-WAREHOUSE,49.5,3846.2250000000004
2024-07-18,MAT-0151,SINGAPORE-WAREHOUSE,24.75,3870.9750000000004
2024-07-18,MAT-0151,SINGAPORE-WAREHOUSE,24.75,3895.7250000000004
2024-07-21,MAT-0151,SINGAPORE-WAREHOUSE,74.25,3969.9750000000004
2024-07-21,MAT-0151,SINGAPORE-WAREHOUSE,24.75,3994.7250000000004
2024-07-22,MAT-0151,SINGAPORE-WAREHOUSE,24.75,4019.4750000000004
2024-07-22,MAT-0151,SINGAPORE-WAREHOUSE,99.0,4118.475
2024-07-22,MAT-0151,SINGAPORE-WAREHOUSE,49.5,4167.975
2024-07-23,MAT-0151,SINGAPORE-WAREHOUSE,6.88,4174.8550000000005
2024-07-24,MAT-0151,SINGAPORE-WAREHOUSE,24.75,4199.6050000000005
2024-07-25,MAT-0151,SINGAPORE-WAREHOUSE,49.5,4249.1050000000005
2024-07-26,MAT-0151,SINGAPORE-WAREHOUSE,49.5,4298.605
2024-07-29,MAT-0151,SINGAPORE-WAREHOUSE,99.0,4397.605
2024-07-29,MAT-0151,SINGAPORE-WAREHOUSE,24.75,4422.355
2024-07-30,MAT-0151,SINGAPORE-WAREHOUSE,49.5,4471.855
2024-07-31,MAT-0151,SINGAPORE-WAREHOUSE,24.75,4496.605
2024-07-31,MAT-0151,SINGAPORE-WAREHOUSE,24.75,4521.355
2024-08-03,MAT-0151,SINGAPORE-WAREHOUSE,24.75,4546.105
2024-08-03,MAT-0151,SINGAPORE-WAREHOUSE,24.75,4570.855
2024-08-03,MAT-0151,SINGAPORE-WAREHOUSE,24.75,4595.605
2024-08-03,MAT-0151,SINGAPORE-WAREHOUSE,24.75,4620.355
2024-08-03,MAT-0151,SINGAPORE-WAREHOUSE,11.0,4631.355
2024-08-04,MAT-0151,SINGAPORE-WAREHOUSE,49.5,4680.855
2024-08-05,MAT-0151,SINGAPORE-WAREHOUSE,49.5,4730.355
